date,hospital,ed_trolleys,ward_trolleys,total_trolleys,total_color,surge,delayed,delayed_color,gt_24hrs,gt_75_24hrs
01/12/2025,UH Limerick,10.0,26.0,36.0,red,4.0,17,none,7.0,
01/12/2025,Galway University Hospital,10.0,5.0,15.0,amber,35.0,32,red,1.0,
01/12/2025,Letterkenny University Hospital,12.0,6.0,18.0,red,23.0,40,red,3.0,
01/12/2025,Mayo University Hospital,1.0,5.0,6.0,green,10.0,13,red,4.0,
01/12/2025,Portiuncula University Hospital,7.0,0.0,7.0,amber,7.0,6,none,,
01/12/2025,Roscommon University Hospital,,,,none,,5,red,,
01/12/2025,Sligo University Hospital,12.0,12.0,24.0,red,22.0,31,red,10.0,2.0
02/12/2025,National Total,321.0,97.0,418.0,red,529.0,422,red,66.0,10.0
02/12/2025,Beaumont Hospital,14.0,0.0,14.0,green,25.0,10,none,,
02/12/2025,Cavan General Hospital,10.0,0.0,10.0,amber,12.0,1,none,,
02/12/2025,Connolly Hospital,5.0,0.0,5.0,green,5.0,5,none,,
02/12/2025,Louth County Hospital,,,,none,,0,none,,
02/12/2025,Mater Misericordiae University Hospital,31.0,0.0,31.0,red,19.0,11,none,4.0,
02/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
02/12/2025,Our Lady of Lourdes Hospital,14.0,0.0,14.0,green,34.0,5,none,,
02/12/2025,Our Lady's Hospital Navan,5.0,0.0,5.0,amber,11.0,2,none,,
02/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,2,red,,
02/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,2.0,0,none,,
02/12/2025,CHI at Temple Street,6.0,0.0,6.0,red,0.0,1,none,,
02/12/2025,MRH Mullingar,9.0,0.0,9.0,green,20.0,5,red,,
02/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,0.0,4,none,,
02/12/2025,MRH Tullamore,0.0,0.0,0.0,green,35.0,7,red,,
02/12/2025,Naas General Hospital,23.0,0.0,23.0,red,7.0,11,red,6.0,4.0
02/12/2025,St. James's Hospital,13.0,0.0,13.0,green,40.0,26,red,1.0,
02/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
02/12/2025,Tallaght University Hospital,10.0,14.0,24.0,red,30.0,6,none,9.0,
02/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
02/12/2025,St. Columcille's Hospital,,,,none,,9,red,,
02/12/2025,St Luke's General Hospital Kilkenny,6.0,0.0,6.0,green,26.0,10,red,,
02/12/2025,St. Michael's Hospital,,,,none,,7,red,,
02/12/2025,St. Vincent's University Hospital,22.0,0.0,22.0,red,42.0,14,none,2.0,2.0
02/12/2025,Tipperary University Hospital,10.0,0.0,10.0,amber,22.0,13,red,5.0,
02/12/2025,UH Waterford,0.0,0.0,0.0,green,10.0,17,none,,
02/12/2025,Wexford General Hospital,10.0,5.0,15.0,red,30.0,7,none,1.0,1.0
02/12/2025,Bantry General Hospital,,,,none,,9,red,,
02/12/2025,Cork University Hospital,14.0,0.0,14.0,green,34.0,29,red,,
02/12/2025,Mallow General Hospital,,,,none,,4,red,,
02/12/2025,Mercy University Hospital,30.0,4.0,34.0,red,20.0,13,red,6.0,2.0
02/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
02/12/2025,UH Kerry,20.0,2.0,22.0,red,9.0,32,red,3.0,
02/12/2025,Ennis Hospital,,,,none,,5,red,,
02/12/2025,Nenagh Hospital,,,,none,,5,red,,
02/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
02/12/2025,UH Limerick,17.0,38.0,55.0,red,5.0,17,none,11.0,
02/12/2025,Galway University Hospital,13.0,6.0,19.0,red,43.0,33,red,1.0,
02/12/2025,Letterkenny University Hospital,10.0,7.0,17.0,red,26.0,37,red,4.0,
02/12/2025,Mayo University Hospital,7.0,10.0,17.0,red,13.0,10,red,5.0,
02/12/2025,Portiuncula University Hospital,6.0,0.0,6.0,green,5.0,6,none,,
02/12/2025,Roscommon University Hospital,,,,none,,5,red,,
02/12/2025,Sligo University Hospital,11.0,11.0,22.0,red,4.0,29,red,8.0,1.0
03/12/2025,National Total,258.0,84.0,342.0,red,503.0,447,red,62.0,3.0
03/12/2025,Beaumont Hospital,3.0,0.0,3.0,green,27.0,12,none,,
03/12/2025,Cavan General Hospital,10.0,0.0,10.0,amber,12.0,1,none,,
03/12/2025,Connolly Hospital,1.0,0.0,1.0,green,6.0,5,none,,
03/12/2025,Louth County Hospital,,,,none,,0,none,,
03/12/2025,Mater Misericordiae University Hospital,23.0,0.0,23.0,red,25.0,10,none,3.0,
03/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
03/12/2025,Our Lady of Lourdes Hospital,10.0,0.0,10.0,green,30.0,6,none,,
03/12/2025,Our Lady's Hospital Navan,2.0,0.0,2.0,green,6.0,2,none,,
03/12/2025,CHI at Crumlin,4.0,0.0,4.0,amber,0.0,2,red,,
03/12/2025,CHI at Tallaght,9.0,0.0,9.0,red,2.0,0,none,,
03/12/2025,CHI at Temple Street,5.0,0.0,5.0,amber,0.0,1,none,,
03/12/2025,MRH Mullingar,5.0,0.0,5.0,green,15.0,4,none,,
03/12/2025,MRH Portlaoise,2.0,0.0,2.0,green,0.0,4,none,,
03/12/2025,MRH Tullamore,0.0,0.0,0.0,green,25.0,7,red,,
03/12/2025,Naas General Hospital,13.0,0.0,13.0,red,24.0,11,red,3.0,
03/12/2025,St. James's Hospital,14.0,0.0,14.0,green,23.0,26,red,,
03/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
03/12/2025,Tallaght University Hospital,14.0,9.0,23.0,red,30.0,8,none,7.0,
03/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
03/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
03/12/2025,St Luke's General Hospital Kilkenny,10.0,0.0,10.0,amber,31.0,11,red,,
03/12/2025,St. Michael's Hospital,,,,none,,6,red,,
03/12/2025,St. Vincent's University Hospital,15.0,0.0,15.0,amber,40.0,17,none,1.0,
03/12/2025,Tipperary University Hospital,4.0,0.0,4.0,green,12.0,13,red,2.0,
03/12/2025,UH Waterford,0.0,0.0,0.0,green,2.0,22,red,,
03/12/2025,Wexford General Hospital,10.0,6.0,16.0,red,32.0,7,none,3.0,
03/12/2025,Bantry General Hospital,,,,none,,9,red,,
03/12/2025,Cork University Hospital,14.0,0.0,14.0,green,30.0,29,red,1.0,
03/12/2025,Mallow General Hospital,,,,none,,6,red,,
03/12/2025,Mercy University Hospital,28.0,4.0,32.0,red,20.0,14,red,10.0,2.0
03/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
03/12/2025,UH Kerry,10.0,0.0,10.0,amber,9.0,29,red,1.0,
03/12/2025,Ennis Hospital,,,,none,,5,red,,
03/12/2025,Nenagh Hospital,,,,none,,5,red,,
03/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
03/12/2025,UH Limerick,14.0,34.0,48.0,red,5.0,16,none,15.0,
03/12/2025,Galway University Hospital,16.0,7.0,23.0,red,39.0,40,red,2.0,
03/12/2025,Letterkenny University Hospital,6.0,6.0,12.0,red,25.0,44,red,4.0,
03/12/2025,Mayo University Hospital,2.0,7.0,9.0,green,12.0,9,red,4.0,
03/12/2025,Portiuncula University Hospital,4.0,0.0,4.0,green,3.0,5,none,,
03/12/2025,Roscommon University Hospital,,,,none,,5,red,,
03/12/2025,Sligo University Hospital,10.0,11.0,21.0,red,18.0,31,red,6.0,1.0
04/12/2025,National Total,261.0,77.0,338.0,red,502.0,452,red,53.0,0.0
04/12/2025,Beaumont Hospital,8.0,0.0,8.0,green,27.0,12,none,,
04/12/2025,Cavan General Hospital,8.0,0.0,8.0,green,8.0,1,none,,
04/12/2025,Connolly Hospital,6.0,0.0,6.0,green,7.0,5,none,,
04/12/2025,Louth County Hospital,,,,none,,0,none,,
04/12/2025,Mater Misericordiae University Hospital,20.0,0.0,20.0,red,25.0,17,none,1.0,
04/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
04/12/2025,Our Lady of Lourdes Hospital,12.0,0.0,12.0,green,31.0,6,none,,
04/12/2025,Our Lady's Hospital Navan,2.0,0.0,2.0,green,9.0,2,none,,
04/12/2025,CHI at Crumlin,7.0,0.0,7.0,red,1.0,3,red,,
04/12/2025,CHI at Tallaght,3.0,0.0,3.0,green,2.0,0,none,,
04/12/2025,CHI at Temple Street,5.0,0.0,5.0,amber,0.0,1,none,,
04/12/2025,MRH Mullingar,5.0,0.0,5.0,green,16.0,4,none,1.0,
04/12/2025,MRH Portlaoise,6.0,0.0,6.0,green,0.0,5,none,,
04/12/2025,MRH Tullamore,0.0,0.0,0.0,green,31.0,7,red,,
04/12/2025,Naas General Hospital,5.0,0.0,5.0,green,14.0,12,red,1.0,
04/12/2025,St. James's Hospital,19.0,0.0,19.0,red,22.0,26,red,1.0,
04/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
04/12/2025,Tallaght University Hospital,4.0,0.0,4.0,green,30.0,8,none,,
04/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
04/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
04/12/2025,St Luke's General Hospital Kilkenny,11.0,7.0,18.0,red,35.0,13,red,2.0,
04/12/2025,St. Michael's Hospital,,,,none,,6,red,,
04/12/2025,St. Vincent's University Hospital,18.0,2.0,20.0,red,42.0,16,none,2.0,
04/12/2025,Tipperary University Hospital,8.0,0.0,8.0,green,12.0,12,red,2.0,
04/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,25,red,,
04/12/2025,Wexford General Hospital,8.0,6.0,14.0,red,30.0,7,none,1.0,
04/12/2025,Bantry General Hospital,,,,none,,8,red,,
04/12/2025,Cork University Hospital,14.0,0.0,14.0,green,30.0,28,red,,
04/12/2025,Mallow General Hospital,,,,none,,5,red,,
04/12/2025,Mercy University Hospital,25.0,4.0,29.0,red,20.0,13,red,8.0,
04/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
04/12/2025,UH Kerry,17.0,5.0,22.0,red,9.0,35,red,2.0,
04/12/2025,Ennis Hospital,,,,none,,5,red,,
04/12/2025,Nenagh Hospital,,,,none,,5,red,,
04/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
04/12/2025,UH Limerick,17.0,29.0,46.0,red,3.0,15,none,17.0,
04/12/2025,Galway University Hospital,19.0,11.0,30.0,red,39.0,37,red,3.0,
04/12/2025,Letterkenny University Hospital,5.0,0.0,5.0,green,26.0,38,red,4.0,
04/12/2025,Mayo University Hospital,1.0,8.0,9.0,green,13.0,9,red,4.0,
04/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,5,none,,
04/12/2025,Roscommon University Hospital,,,,none,,4,none,,
04/12/2025,Sligo University Hospital,8.0,5.0,13.0,red,20.0,32,red,4.0,
05/12/2025,National Total,195.0,74.0,269.0,none,482.0,444,red,35.0,0.0
05/12/2025,Beaumont Hospital,12.0,0.0,12.0,green,25.0,11,none,,
05/12/2025,Cavan General Hospital,9.0,0.0,9.0,green,11.0,1,none,,
05/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,4,none,,
05/12/2025,Louth County Hospital,,,,none,,0,none,,
05/12/2025,Mater Misericordiae University Hospital,8.0,0.0,8.0,green,20.0,15,none,,
05/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
05/12/2025,Our Lady of Lourdes Hospital,13.0,0.0,13.0,green,34.0,5,none,,
05/12/2025,Our Lady's Hospital Navan,1.0,0.0,1.0,green,10.0,2,none,,
05/12/2025,CHI at Crumlin,7.0,0.0,7.0,red,1.0,3,red,,
05/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,0,none,,
05/12/2025,CHI at Temple Street,5.0,0.0,5.0,amber,2.0,1,none,,
05/12/2025,MRH Mullingar,2.0,0.0,2.0,green,15.0,3,none,,
05/12/2025,MRH Portlaoise,0.0,0.0,0.0,green,0.0,5,none,,
05/12/2025,MRH Tullamore,0.0,0.0,0.0,green,26.0,7,red,,
05/12/2025,Naas General Hospital,7.0,1.0,8.0,green,19.0,13,red,1.0,
05/12/2025,St. James's Hospital,14.0,0.0,14.0,green,19.0,27,red,,
05/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
05/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,26.0,9,none,,
05/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
05/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
05/12/2025,St Luke's General Hospital Kilkenny,8.0,0.0,8.0,green,27.0,12,red,,
05/12/2025,St. Michael's Hospital,,,,none,,6,red,,
05/12/2025,St. Vincent's University Hospital,12.0,2.0,14.0,green,40.0,17,none,1.0,
05/12/2025,Tipperary University Hospital,5.0,0.0,5.0,green,13.0,13,red,1.0,
05/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,16,none,,
05/12/2025,Wexford General Hospital,4.0,1.0,5.0,green,30.0,9,red,,
05/12/2025,Bantry General Hospital,,,,none,,7,red,,
05/12/2025,Cork University Hospital,13.0,1.0,14.0,green,32.0,26,red,3.0,
05/12/2025,Mallow General Hospital,,,,none,,4,red,,
05/12/2025,Mercy University Hospital,16.0,4.0,20.0,red,20.0,13,red,5.0,
05/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
05/12/2025,UH Kerry,15.0,4.0,19.0,red,9.0,42,red,2.0,
05/12/2025,Ennis Hospital,,,,none,,4,red,,
05/12/2025,Nenagh Hospital,,,,none,,5,red,,
05/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
05/12/2025,UH Limerick,10.0,33.0,43.0,red,18.0,14,none,8.0,
05/12/2025,Galway University Hospital,12.0,11.0,23.0,red,39.0,37,red,2.0,
05/12/2025,Letterkenny University Hospital,10.0,4.0,14.0,red,13.0,35,red,3.0,
05/12/2025,Mayo University Hospital,4.0,11.0,15.0,red,13.0,12,red,7.0,
05/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,5,none,,
05/12/2025,Roscommon University Hospital,,,,none,,4,none,,
05/12/2025,Sligo University Hospital,8.0,2.0,10.0,amber,20.0,32,red,2.0,
06/12/2025,National Total,137.0,24.0,161.0,none,310.0,455,red,8.0,0.0
06/12/2025,Beaumont Hospital,6.0,0.0,6.0,green,22.0,10,none,,
06/12/2025,Cavan General Hospital,13.0,0.0,13.0,red,18.0,1,none,,
06/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,4,none,,
06/12/2025,Louth County Hospital,,,,none,,0,none,,
06/12/2025,Mater Misericordiae University Hospital,6.0,0.0,6.0,green,12.0,13,none,,
06/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
06/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,18.0,5,none,,
06/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,9.0,2,none,,
06/12/2025,CHI at Crumlin,4.0,0.0,4.0,amber,0.0,3,red,,
06/12/2025,CHI at Tallaght,7.0,0.0,7.0,red,2.0,0,none,,
06/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,1,none,,
06/12/2025,MRH Mullingar,2.0,0.0,2.0,green,0.0,3,none,,
06/12/2025,MRH Portlaoise,8.0,0.0,8.0,green,0.0,5,none,,
06/12/2025,MRH Tullamore,0.0,0.0,0.0,green,15.0,7,red,,
06/12/2025,Naas General Hospital,3.0,0.0,3.0,green,5.0,13,red,,
06/12/2025,St. James's Hospital,4.0,0.0,4.0,green,7.0,28,red,,
06/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
06/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,4.0,12,none,,
06/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
06/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
06/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,20.0,11,red,,
06/12/2025,St. Michael's Hospital,,,,none,,6,red,,
06/12/2025,St. Vincent's University Hospital,14.0,0.0,14.0,green,40.0,18,none,1.0,
06/12/2025,Tipperary University Hospital,3.0,0.0,3.0,green,7.0,13,red,1.0,
06/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,15,none,,
06/12/2025,Wexford General Hospital,5.0,0.0,5.0,green,18.0,8,none,,
06/12/2025,Bantry General Hospital,,,,none,,6,red,,
06/12/2025,Cork University Hospital,7.0,2.0,9.0,green,0.0,26,red,,
06/12/2025,Mallow General Hospital,,,,none,,4,red,,
06/12/2025,Mercy University Hospital,10.0,3.0,13.0,red,16.0,13,red,2.0,
06/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
06/12/2025,UH Kerry,17.0,0.0,17.0,red,8.0,44,red,1.0,
06/12/2025,Ennis Hospital,,,,none,,3,red,,
06/12/2025,Nenagh Hospital,,,,none,,5,red,,
06/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
06/12/2025,UH Limerick,8.0,10.0,18.0,red,19.0,19,red,2.0,
06/12/2025,Galway University Hospital,6.0,0.0,6.0,green,39.0,40,red,,
06/12/2025,Letterkenny University Hospital,9.0,3.0,12.0,red,0.0,37,red,1.0,
06/12/2025,Mayo University Hospital,4.0,5.0,9.0,green,14.0,13,red,,
06/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,5,none,,
06/12/2025,Roscommon University Hospital,,,,none,,5,red,,
06/12/2025,Sligo University Hospital,1.0,1.0,2.0,green,17.0,32,red,,
07/12/2025,National Total,168.0,50.0,218.0,none,391.0,455,red,32.0,3.0
07/12/2025,Beaumont Hospital,6.0,0.0,6.0,green,26.0,10,none,,
07/12/2025,Cavan General Hospital,3.0,0.0,3.0,green,18.0,1,none,,
07/12/2025,Connolly Hospital,2.0,0.0,2.0,green,5.0,4,none,,
07/12/2025,Louth County Hospital,,,,none,,0,none,,
07/12/2025,Mater Misericordiae University Hospital,12.0,0.0,12.0,green,20.0,13,none,,
07/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
07/12/2025,Our Lady of Lourdes Hospital,13.0,0.0,13.0,green,24.0,5,none,,
07/12/2025,Our Lady's Hospital Navan,1.0,0.0,1.0,green,11.0,2,none,,
07/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,3,red,,
07/12/2025,CHI at Tallaght,3.0,0.0,3.0,green,0.0,0,none,,
07/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,1,none,,
07/12/2025,MRH Mullingar,4.0,0.0,4.0,green,0.0,3,none,,
07/12/2025,MRH Portlaoise,9.0,0.0,9.0,green,0.0,5,none,,
07/12/2025,MRH Tullamore,0.0,0.0,0.0,green,24.0,7,red,,
07/12/2025,Naas General Hospital,3.0,0.0,3.0,green,8.0,13,red,,
07/12/2025,St. James's Hospital,7.0,0.0,7.0,green,7.0,28,red,,
07/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
07/12/2025,Tallaght University Hospital,0.0,0.0,0.0,green,12.0,12,none,,
07/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
07/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
07/12/2025,St Luke's General Hospital Kilkenny,2.0,0.0,2.0,green,23.0,11,red,,
07/12/2025,St. Michael's Hospital,,,,none,,6,red,,
07/12/2025,St. Vincent's University Hospital,14.0,0.0,14.0,green,40.0,18,none,3.0,
07/12/2025,Tipperary University Hospital,5.0,0.0,5.0,green,9.0,13,red,2.0,
07/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,15,none,,
07/12/2025,Wexford General Hospital,4.0,1.0,5.0,green,24.0,8,none,,
07/12/2025,Bantry General Hospital,,,,none,,6,red,,
07/12/2025,Cork University Hospital,6.0,5.0,11.0,green,26.0,26,red,,
07/12/2025,Mallow General Hospital,,,,none,,4,red,,
07/12/2025,Mercy University Hospital,15.0,3.0,18.0,red,16.0,13,red,3.0,
07/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
07/12/2025,UH Kerry,22.0,5.0,27.0,red,7.0,44,red,6.0,2.0
07/12/2025,Ennis Hospital,,,,none,,3,red,,
07/12/2025,Nenagh Hospital,,,,none,,5,red,,
07/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
07/12/2025,UH Limerick,10.0,19.0,29.0,red,29.0,19,red,8.0,
07/12/2025,Galway University Hospital,17.0,4.0,21.0,red,19.0,40,red,1.0,1.0
07/12/2025,Letterkenny University Hospital,5.0,2.0,7.0,green,5.0,37,red,,
07/12/2025,Mayo University Hospital,4.0,11.0,15.0,red,18.0,13,red,9.0,
07/12/2025,Portiuncula University Hospital,1.0,0.0,1.0,green,0.0,5,none,,
07/12/2025,Roscommon University Hospital,,,,none,,5,red,,
07/12/2025,Sligo University Hospital,0.0,0.0,0.0,green,20.0,32,red,,
08/12/2025,National Total,318.0,103.0,421.0,red,573.0,455,red,63.0,6.0
08/12/2025,Beaumont Hospital,20.0,0.0,20.0,red,41.0,10,none,,
08/12/2025,Cavan General Hospital,9.0,0.0,9.0,green,11.0,1,none,,
08/12/2025,Connolly Hospital,1.0,0.0,1.0,green,9.0,4,none,,
08/12/2025,Louth County Hospital,,,,none,,0,none,,
08/12/2025,Mater Misericordiae University Hospital,14.0,0.0,14.0,green,25.0,13,none,1.0,1.0
08/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
08/12/2025,Our Lady of Lourdes Hospital,14.0,0.0,14.0,green,36.0,5,none,,
08/12/2025,Our Lady's Hospital Navan,4.0,0.0,4.0,amber,18.0,2,none,,
08/12/2025,CHI at Crumlin,1.0,0.0,1.0,green,0.0,3,red,,
08/12/2025,CHI at Tallaght,1.0,0.0,1.0,green,1.0,0,none,,
08/12/2025,CHI at Temple Street,9.0,0.0,9.0,red,0.0,1,none,,
08/12/2025,MRH Mullingar,2.0,0.0,2.0,green,11.0,3,none,,
08/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,6.0,5,none,,
08/12/2025,MRH Tullamore,0.0,0.0,0.0,green,43.0,7,red,,
08/12/2025,Naas General Hospital,12.0,0.0,12.0,red,15.0,13,red,,
08/12/2025,St. James's Hospital,38.0,0.0,38.0,red,16.0,28,red,,
08/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
08/12/2025,Tallaght University Hospital,12.0,3.0,15.0,amber,28.0,12,none,,
08/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
08/12/2025,St. Columcille's Hospital,,,,none,,10,red,,
08/12/2025,St Luke's General Hospital Kilkenny,13.0,6.0,19.0,red,35.0,11,red,2.0,
08/12/2025,St. Michael's Hospital,,,,none,,6,red,,
08/12/2025,St. Vincent's University Hospital,21.0,0.0,21.0,red,40.0,18,none,6.0,1.0
08/12/2025,Tipperary University Hospital,7.0,0.0,7.0,green,12.0,13,red,2.0,
08/12/2025,UH Waterford,0.0,0.0,0.0,green,8.0,15,none,,
08/12/2025,Wexford General Hospital,2.0,5.0,7.0,green,31.0,8,none,1.0,
08/12/2025,Bantry General Hospital,,,,none,,6,red,,
08/12/2025,Cork University Hospital,34.0,19.0,53.0,red,35.0,26,red,6.0,1.0
08/12/2025,Mallow General Hospital,,,,none,,4,red,,
08/12/2025,Mercy University Hospital,16.0,1.0,17.0,red,20.0,13,red,8.0,
08/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
08/12/2025,UH Kerry,10.0,4.0,14.0,red,7.0,44,red,5.0,2.0
08/12/2025,Ennis Hospital,,,,none,,3,red,,
08/12/2025,Nenagh Hospital,,,,none,,5,red,,
08/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
08/12/2025,UH Limerick,18.0,35.0,53.0,red,19.0,19,red,13.0,1.0
08/12/2025,Galway University Hospital,19.0,13.0,32.0,red,45.0,40,red,3.0,
08/12/2025,Letterkenny University Hospital,9.0,5.0,14.0,red,11.0,37,red,3.0,
08/12/2025,Mayo University Hospital,13.0,12.0,25.0,red,18.0,13,red,12.0,
08/12/2025,Portiuncula University Hospital,8.0,0.0,8.0,amber,3.0,5,none,1.0,
08/12/2025,Roscommon University Hospital,,,,none,,5,red,,
08/12/2025,Sligo University Hospital,6.0,0.0,6.0,green,29.0,32,red,,
09/12/2025,National Total,330.0,114.0,444.0,red,584.0,436,red,48.0,4.0
09/12/2025,Beaumont Hospital,14.0,0.0,14.0,green,29.0,10,none,,
09/12/2025,Cavan General Hospital,15.0,0.0,15.0,red,10.0,1,none,,
09/12/2025,Connolly Hospital,4.0,0.0,4.0,green,10.0,3,none,,
09/12/2025,Louth County Hospital,,,,none,,0,none,,
09/12/2025,Mater Misericordiae University Hospital,29.0,0.0,29.0,red,35.0,10,none,,
09/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,1,none,,
