Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
04/01/2024,CHI at Temple Street,8,,8,,5,,,HSE Dublin & Midlands
04/01/2024,MRH Mullingar,7,0,7,6,0,1,1,HSE Dublin & Midlands
04/01/2024,MRH Portlaoise,1,0,1,21,6,,,HSE Dublin & Midlands
04/01/2024,MRH Tullamore,0,0,0,13,3,,,HSE Dublin & Midlands
04/01/2024,Naas General Hospital,12,3,15,9,7,2,,HSE Dublin & Midlands
04/01/2024,St. James's Hospital,20,0,20,10,22,,,HSE Dublin & Midlands
04/01/2024,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
04/01/2024,Tallaght University Hospital,20,0,20,17,16,2,1,HSE Dublin & Midlands
04/01/2024,National Rehabilitation Hospital,,,,,15,,,HSE Dublin & South East
04/01/2024,HSE Dublin and Midlands Total,70,3,73,76,76,5,2,
04/01/2024,St Luke's General Hospital Kilkenny,11,0,11,41,7,1,,
04/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
04/01/2024,St. Vincent's University Hospital,10,0,10,45,19,,,HSE Dublin & South East
04/01/2024,Tipperary University Hospital,5,,5,12,7,,,HSE Dublin & South East
04/01/2024,UH Waterford,0,,0,7,18,,,HSE Dublin & South East
04/01/2024,Wexford General Hospital,0,6,6,15,7,1,,HSE Dublin & South East
04/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
04/01/2024,HSE Dublin and South East Total,26,6,32,120,87,2,0,
04/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
04/01/2024,Mercy University Hospital,28,0,28,11,13,10,5,HSE South West
04/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
04/01/2024,UH Kerry,9,0,9,38,12,1,,HSE South West
04/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
04/01/2024,HSE South West Total,69,15,84,80,63,18,5,
04/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
04/01/2024,UH Limerick,8,38,46,38,9,6,,HSE Mid West
04/01/2024,Galway University Hospital,22,5,27,20,24,,,HSE West & North West
04/01/2024,HSE Mid West Total,30,43,73,58,35,6,0,
04/01/2024,Mayo University Hospital,12,15,27,21,7,16,2,HSE West & North West
04/01/2024,Portiuncula University Hospital,3,0,3,8,3,,,HSE West & North West
04/01/2024,Roscommon University Hospital,,,,,5,,,HSE West & North West
04/01/2024,Sligo University Hospital,9,17,26,12,22,5,,HSE West & North West
04/01/2024,National Total,277,99,376,423,357,56,9,
05/01/2024,Cavan General Hospital,11,2,13,4,0,,,HSE Dublin & North East
05/01/2024,Connolly Hospital,0,0,0,0,5,,,HSE Dublin & North East
05/01/2024,Mater Misericordiae University Hospital,32,,32,0,19,5,2,HSE Dublin & North East
05/01/2024,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
05/01/2024,Our Lady of Lourdes Hospital,6,1,7,20,1,,,HSE Dublin & North East
05/01/2024,Our Lady's Hospital Navan,0,0,0,12,1,,,HSE Dublin & North East
05/01/2024,CHI at Crumlin,0,,0,,3,,,HSE Dublin & Midlands
05/01/2024,HSE Dublin and North East Total,64,3,67,40,43,5,2,
05/01/2024,CHI at Temple Street,8,,8,,6,,,HSE Dublin & Midlands
05/01/2024,MRH Mullingar,2,1,3,6,0,1,,HSE Dublin & Midlands
05/01/2024,MRH Portlaoise,3,0,3,26,5,,,HSE Dublin & Midlands
05/01/2024,MRH Tullamore,0,0,0,6,4,,,HSE Dublin & Midlands
05/01/2024,Naas General Hospital,7,2,9,5,7,2,,HSE Dublin & Midlands
05/01/2024,St. James's Hospital,21,0,21,0,25,2,,HSE Dublin & Midlands
05/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
05/01/2024,Tallaght University Hospital,22,,22,21,17,2,2,HSE Dublin & Midlands
05/01/2024,National Rehabilitation Hospital,,,,,15,,,HSE Dublin & South East
05/01/2024,HSE Dublin and Midlands Total,63,3,66,64,83,7,2,
05/01/2024,St Luke's General Hospital Kilkenny,4,0,4,41,7,,,
05/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
05/01/2024,St. Vincent's University Hospital,7,,7,20,19,,,HSE Dublin & South East
05/01/2024,Tipperary University Hospital,0,,0,12,7,,,HSE Dublin & South East
05/01/2024,UH Waterford,0,,0,14,20,,,HSE Dublin & South East
05/01/2024,Wexford General Hospital,0,2,2,14,6,,,HSE Dublin & South East
05/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
05/01/2024,HSE Dublin and South East Total,11,2,13,101,88,0,0,
05/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
05/01/2024,Mercy University Hospital,19,,19,6,9,4,,HSE South West
05/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
05/01/2024,UH Kerry,15,0,15,39,20,2,,HSE South West
05/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
05/01/2024,HSE South West Total,59,14,73,60,60,16,0,
05/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
05/01/2024,UH Limerick,20,38,58,43,9,19,3,HSE Mid West
05/01/2024,Galway University Hospital,30,12,42,25,23,7,,HSE West & North West
05/01/2024,HSE Mid West Total,50,50,100,68,34,26,3,
05/01/2024,Mayo University Hospital,9,15,24,15,7,16,,HSE West & North West
05/01/2024,Portiuncula University Hospital,2,0,2,6,3,,,HSE West & North West
05/01/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
05/01/2024,Sligo University Hospital,10,14,24,12,22,13,,HSE West & North West
05/01/2024,National Total,272,107,379,374,359,86,7,
06/01/2024,Cavan General Hospital,12,0,12,6,0,,,HSE Dublin & North East
06/01/2024,Connolly Hospital,0,0,0,0,9,,,HSE Dublin & North East
06/01/2024,Mater Misericordiae University Hospital,11,0,11,0,18,,,HSE Dublin & North East
06/01/2024,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
06/01/2024,Our Lady of Lourdes Hospital,3,0,3,17,1,,,HSE Dublin & North East
06/01/2024,Our Lady's Hospital Navan,0,0,0,3,1,,,HSE Dublin & North East
06/01/2024,CHI at Crumlin,0,,0,,3,,,HSE Dublin & Midlands
06/01/2024,HSE Dublin and North East Total,26,0,26,26,42,0,0,
06/01/2024,CHI at Temple Street,0,,0,,6,,,HSE Dublin & Midlands
06/01/2024,MRH Mullingar,2,0,2,13,0,,,HSE Dublin & Midlands
06/01/2024,MRH Portlaoise,2,0,2,20,8,,,HSE Dublin & Midlands
06/01/2024,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
06/01/2024,Naas General Hospital,0,0,0,0,6,,,HSE Dublin & Midlands
06/01/2024,St. James's Hospital,20,0,20,0,25,,,HSE Dublin & Midlands
06/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
06/01/2024,Tallaght University Hospital,11,0,11,18,17,2,,HSE Dublin & Midlands
06/01/2024,National Rehabilitation Hospital,,,,,15,,,HSE Dublin & South East
06/01/2024,HSE Dublin and Midlands Total,35,0,35,51,85,2,0,
06/01/2024,St Luke's General Hospital Kilkenny,7,0,7,32,5,,,
06/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
06/01/2024,St. Vincent's University Hospital,4,0,4,29,17,,,HSE Dublin & South East
06/01/2024,Tipperary University Hospital,0,0,0,12,8,,,HSE Dublin & South East
06/01/2024,UH Waterford,0,0,0,8,19,,,HSE Dublin & South East
06/01/2024,Wexford General Hospital,6,0,6,11,6,,,HSE Dublin & South East
06/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
06/01/2024,HSE Dublin and South East Total,17,0,17,92,84,0,0,
06/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
06/01/2024,Mercy University Hospital,19,0,19,6,11,5,,HSE South West
06/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
06/01/2024,UH Kerry,11,0,11,36,17,1,,HSE South West
06/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
06/01/2024,HSE South West Total,51,5,56,51,56,13,0,
06/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
06/01/2024,UH Limerick,4,31,35,31,10,5,,HSE Mid West
06/01/2024,Galway University Hospital,23,4,27,35,21,3,,HSE West & North West
06/01/2024,HSE Mid West Total,27,35,62,66,33,8,0,
06/01/2024,Mayo University Hospital,7,7,14,14,8,7,,HSE West & North West
06/01/2024,Portiuncula University Hospital,3,0,3,2,4,,,HSE West & North West
06/01/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
06/01/2024,Sligo University Hospital,13,5,18,12,22,5,,HSE West & North West
06/01/2024,National Total,179,55,234,319,359,37,0,
07/01/2024,Cavan General Hospital,25,0,25,9,0,5,2,HSE Dublin & North East
07/01/2024,Connolly Hospital,2,0,2,16,9,,,HSE Dublin & North East
07/01/2024,Mater Misericordiae University Hospital,9,0,9,0,18,2,,HSE Dublin & North East
07/01/2024,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
07/01/2024,Our Lady of Lourdes Hospital,15,,15,17,1,,,HSE Dublin & North East
07/01/2024,Our Lady's Hospital Navan,0,,0,8,1,,,HSE Dublin & North East
07/01/2024,CHI at Crumlin,0,,0,,3,,,HSE Dublin & Midlands
07/01/2024,HSE Dublin and North East Total,51,0,51,50,42,7,2,
07/01/2024,CHI at Temple Street,2,,2,,6,,,HSE Dublin & Midlands
07/01/2024,MRH Mullingar,1,0,1,16,0,,,HSE Dublin & Midlands
07/01/2024,MRH Portlaoise,1,,1,24,8,,,HSE Dublin & Midlands
07/01/2024,MRH Tullamore,0,0,0,5,4,,,HSE Dublin & Midlands
07/01/2024,Naas General Hospital,10,0,10,0,6,,,HSE Dublin & Midlands
07/01/2024,St. James's Hospital,23,,23,0,25,2,,HSE Dublin & Midlands
07/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
07/01/2024,Tallaght University Hospital,12,,12,22,17,1,,HSE Dublin & Midlands
07/01/2024,National Rehabilitation Hospital,,,,,15,,,HSE Dublin & South East
07/01/2024,HSE Dublin and Midlands Total,49,0,49,67,85,3,0,
07/01/2024,St Luke's General Hospital Kilkenny,0,0,0,34,5,,,
07/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
07/01/2024,St. Vincent's University Hospital,9,0,9,20,17,,,HSE Dublin & South East
07/01/2024,Tipperary University Hospital,0,,0,12,8,,,HSE Dublin & South East
07/01/2024,UH Waterford,0,,0,12,19,,,HSE Dublin & South East
07/01/2024,Wexford General Hospital,9,,9,11,6,2,,HSE Dublin & South East
07/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
07/01/2024,HSE Dublin and South East Total,18,0,18,89,84,2,0,
07/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
07/01/2024,Mercy University Hospital,21,0,21,6,11,8,,HSE South West
07/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
07/01/2024,UH Kerry,15,,15,38,17,4,,HSE South West
07/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
07/01/2024,HSE South West Total,41,7,48,55,56,14,0,
07/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
07/01/2024,UH Limerick,5,36,41,49,10,17,,HSE Mid West
07/01/2024,Galway University Hospital,21,5,26,31,21,3,,HSE West & North West
07/01/2024,HSE Mid West Total,26,41,67,80,33,20,0,
07/01/2024,Mayo University Hospital,10,11,21,17,8,12,,HSE West & North West
07/01/2024,Portiuncula University Hospital,4,0,4,7,4,1,,HSE West & North West
07/01/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
07/01/2024,Sligo University Hospital,24,,24,9,20,12,,HSE West & North West
07/01/2024,National Total,232,63,295,383,357,75,2,
08/01/2024,Cavan General Hospital,8,,8,17,0,2,3,HSE Dublin & North East
08/01/2024,Connolly Hospital,12,0,12,18,9,,,HSE Dublin & North East
08/01/2024,Mater Misericordiae University Hospital,18,,18,0,18,1,1,HSE Dublin & North East
08/01/2024,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
08/01/2024,Our Lady of Lourdes Hospital,16,,16,24,1,2,1,HSE Dublin & North East
08/01/2024,Our Lady's Hospital Navan,0,0,0,15,1,,,HSE Dublin & North East
08/01/2024,CHI at Crumlin,0,0,0,,3,,,HSE Dublin & Midlands
08/01/2024,HSE Dublin and North East Total,61,0,61,78,42,5,5,
08/01/2024,CHI at Temple Street,6,,6,,6,1,,HSE Dublin & Midlands
08/01/2024,MRH Mullingar,6,0,6,6,0,,,HSE Dublin & Midlands
08/01/2024,MRH Portlaoise,3,0,3,24,8,,,HSE Dublin & Midlands
08/01/2024,MRH Tullamore,0,0,0,17,4,,,HSE Dublin & Midlands
08/01/2024,Naas General Hospital,11,2,13,5,6,7,,HSE Dublin & Midlands
08/01/2024,St. James's Hospital,28,0,28,17,25,4,,HSE Dublin & Midlands
08/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
08/01/2024,Tallaght University Hospital,18,0,18,34,17,5,,HSE Dublin & Midlands
08/01/2024,National Rehabilitation Hospital,,,,,15,,,HSE Dublin & South East
08/01/2024,HSE Dublin and Midlands Total,73,2,75,103,85,17,0,
08/01/2024,St Luke's General Hospital Kilkenny,4,0,4,34,5,,,
08/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
08/01/2024,St. Vincent's University Hospital,15,0,15,20,17,2,2,HSE Dublin & South East
08/01/2024,Tipperary University Hospital,0,0,0,8,8,,,HSE Dublin & South East
08/01/2024,UH Waterford,0,0,0,33,19,,,HSE Dublin & South East
08/01/2024,Wexford General Hospital,15,10,25,16,6,6,,HSE Dublin & South East
08/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
08/01/2024,HSE Dublin and South East Total,34,10,44,111,84,8,2,
08/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
08/01/2024,Mercy University Hospital,26,0,26,6,11,11,1,HSE South West
08/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
08/01/2024,UH Kerry,23,0,23,33,17,7,,HSE South West
08/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
08/01/2024,HSE South West Total,66,11,77,68,56,20,1,
08/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
08/01/2024,UH Limerick,20,40,60,50,10,31,1,HSE Mid West
08/01/2024,Galway University Hospital,32,11,43,37,21,13,,HSE West & North West
08/01/2024,HSE Mid West Total,52,51,103,87,33,44,1,
08/01/2024,Mayo University Hospital,29,,29,17,8,15,,HSE West & North West
08/01/2024,Portiuncula University Hospital,1,0,1,10,4,1,,HSE West & North West
08/01/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
08/01/2024,Sligo University Hospital,6,21,27,12,20,21,,HSE West & North West
08/01/2024,National Total,336,95,431,505,357,131,9,
09/01/2024,Cavan General Hospital,0,4,4,10,0,,,HSE Dublin & North East
09/01/2024,Connolly Hospital,7,0,7,19,9,,,HSE Dublin & North East
09/01/2024,Mater Misericordiae University Hospital,34,0,34,0,17,4,2,HSE Dublin & North East
09/01/2024,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
09/01/2024,Our Lady of Lourdes Hospital,16,0,16,25,1,1,,HSE Dublin & North East
09/01/2024,Our Lady's Hospital Navan,4,0,4,7,1,,,HSE Dublin & North East
09/01/2024,CHI at Crumlin,0,0,0,,3,,,HSE Dublin & Midlands
09/01/2024,HSE Dublin and North East Total,61,4,65,63,47,5,2,
09/01/2024,CHI at Temple Street,5,,5,,6,1,,HSE Dublin & Midlands
09/01/2024,MRH Mullingar,0,0,0,17,0,,,HSE Dublin & Midlands
09/01/2024,MRH Portlaoise,2,0,2,15,8,,,HSE Dublin & Midlands
09/01/2024,MRH Tullamore,0,0,0,16,5,,,HSE Dublin & Midlands
09/01/2024,Naas General Hospital,9,2,11,4,9,4,,HSE Dublin & Midlands
09/01/2024,St. James's Hospital,18,0,18,10,22,,,HSE Dublin & Midlands
09/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
09/01/2024,Tallaght University Hospital,19,7,26,21,16,2,,HSE Dublin & Midlands
09/01/2024,National Rehabilitation Hospital,,,,,14,,,HSE Dublin & South East
09/01/2024,HSE Dublin and Midlands Total,53,9,62,83,84,7,0,
09/01/2024,St Luke's General Hospital Kilkenny,0,0,0,34,3,,,
09/01/2024,St. Michael's Hospital,,,,,11,,,HSE Dublin & South East
09/01/2024,St. Vincent's University Hospital,22,0,22,25,17,4,,HSE Dublin & South East
09/01/2024,Tipperary University Hospital,0,,0,14,7,,,HSE Dublin & South East
09/01/2024,UH Waterford,0,0,0,23,19,,,HSE Dublin & South East
09/01/2024,Wexford General Hospital,4,9,13,16,9,,,HSE Dublin & South East
09/01/2024,Bantry General Hospital,,,,,9,,,HSE South West
09/01/2024,HSE Dublin and South East Total,26,9,35,112,83,4,0,
09/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
09/01/2024,Mercy University Hospital,27,3,30,11,13,10,2,HSE South West
09/01/2024,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
09/01/2024,UH Kerry,14,0,14,14,15,5,,HSE South West
09/01/2024,Ennis Hospital,,,,,2,,,HSE Mid West
09/01/2024,HSE South West Total,68,20,88,51,55,25,2,
09/01/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
