Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
04/06/2023,Naas General Hospital,0,0,0,0,13,,,HSE Dublin & Midlands
04/06/2023,St. James's Hospital,12,0,12,0,56,1,,HSE Dublin & Midlands
04/06/2023,Tallaght University Hospital,9,0,9,12,39,,,HSE Dublin & Midlands
04/06/2023,St Luke's General Hospital Kilkenny,0,0,0,0,11,,,
04/06/2023,St. Vincent's University Hospital,7,0,7,20,38,1,,HSE Dublin & South East
04/06/2023,Tipperary University Hospital,0,0,0,15,7,,,HSE Dublin & South East
04/06/2023,HSE Dublin and Midlands Total,32,0,32,47,178,3,0,
04/06/2023,Wexford General Hospital,0,0,0,0,5,,,HSE Dublin & South East
04/06/2023,Cork University Hospital,8,0,8,0,35,,,HSE South West
04/06/2023,Mercy University Hospital,1,,1,7,24,,,HSE South West
04/06/2023,UH Kerry,10,0,10,19,11,1,,HSE South West
04/06/2023,UH Limerick,9,14,23,20,12,,,HSE Mid West
04/06/2023,Galway University Hospital,1,0,1,26,20,,,HSE West & North West
04/06/2023,Letterkenny University Hospital,4,0,4,0,16,,,HSE West & North West
04/06/2023,HSE Dublin and South East Total,33,14,47,72,142,1,0,
04/06/2023,Portiuncula University Hospital,1,1,2,1,3,,,HSE West & North West
04/06/2023,Sligo University Hospital,5,4,9,4,9,5,,HSE West & North West
04/06/2023,National Total,90,34,124,147,447,22,Unnamed: 20_level_1,
05/06/2023,Cavan General Hospital,0,0,0,0,0,,,HSE Dublin & North East
05/06/2023,Connolly Hospital,0,0,0,12,9,,,HSE Dublin & North East
05/06/2023,Mater Misericordiae University Hospital,0,,0,0,41,,,HSE Dublin & North East
05/06/2023,Our Lady of Lourdes Hospital,0,0,0,5,33,,,HSE Dublin & North East
05/06/2023,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
05/06/2023,CHI at Crumlin,4,,4,,1,,,HSE Dublin & Midlands
05/06/2023,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
05/06/2023,HSE Dublin and North East Total,5,0,5,40,105,0,0,
05/06/2023,MRH Mullingar,1,0,1,0,0,,,HSE Dublin & Midlands
05/06/2023,MRH Portlaoise,2,0,2,7,6,,,HSE Dublin & Midlands
05/06/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
05/06/2023,Naas General Hospital,1,0,1,0,13,,,HSE Dublin & Midlands
05/06/2023,St. James's Hospital,4,0,4,0,56,,,HSE Dublin & Midlands
05/06/2023,Tallaght University Hospital,9,0,9,16,40,2,,HSE Dublin & Midlands
05/06/2023,St Luke's General Hospital Kilkenny,0,,0,0,11,,,
05/06/2023,St. Vincent's University Hospital,12,,12,20,38,,,HSE Dublin & South East
05/06/2023,Tipperary University Hospital,3,0,3,15,7,,,HSE Dublin & South East
05/06/2023,HSE Dublin and Midlands Total,38,0,38,58,179,2,0,
05/06/2023,Wexford General Hospital,0,0,0,0,5,,,HSE Dublin & South East
05/06/2023,Cork University Hospital,9,2,11,8,35,,,HSE South West
05/06/2023,Mercy University Hospital,1,0,1,6,24,,,HSE South West
05/06/2023,UH Kerry,11,0,11,22,11,1,,HSE South West
05/06/2023,UH Limerick,6,29,35,22,12,1,,HSE Mid West
05/06/2023,Galway University Hospital,7,0,7,21,20,,,HSE West & North West
05/06/2023,Letterkenny University Hospital,2,0,2,1,16,,,HSE West & North West
05/06/2023,HSE Dublin and South East Total,36,31,67,80,142,2,0,
05/06/2023,Portiuncula University Hospital,0,,0,0,3,,,HSE West & North West
05/06/2023,Sligo University Hospital,9,2,11,7,9,7,,HSE West & North West
05/06/2023,National Total,100,47,147,199,448,24,Unnamed: 20_level_1,
06/06/2023,Cavan General Hospital,0,0,0,0,0,,,HSE Dublin & North East
06/06/2023,Connolly Hospital,0,0,0,10,9,,,HSE Dublin & North East
06/06/2023,Mater Misericordiae University Hospital,0,,0,0,41,,,HSE Dublin & North East
06/06/2023,Our Lady of Lourdes Hospital,6,1,7,7,33,,,HSE Dublin & North East
06/06/2023,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
06/06/2023,CHI at Crumlin,1,,1,,1,,,HSE Dublin & Midlands
06/06/2023,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
06/06/2023,HSE Dublin and North East Total,8,1,9,17,105,0,0,
06/06/2023,MRH Mullingar,0,0,0,0,0,,,HSE Dublin & Midlands
06/06/2023,MRH Portlaoise,4,0,4,4,6,,,HSE Dublin & Midlands
06/06/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
06/06/2023,Naas General Hospital,6,2,8,2,13,,,HSE Dublin & Midlands
06/06/2023,St. James's Hospital,16,0,16,0,56,,,HSE Dublin & Midlands
06/06/2023,Tallaght University Hospital,17,0,17,18,40,3,,HSE Dublin & Midlands
06/06/2023,St Luke's General Hospital Kilkenny,0,0,0,0,11,,,
06/06/2023,St. Vincent's University Hospital,27,0,27,0,38,4,,HSE Dublin & South East
06/06/2023,Tipperary University Hospital,16,0,16,15,7,1,,HSE Dublin & South East
06/06/2023,HSE Dublin and Midlands Total,89,2,91,39,179,8,0,
06/06/2023,Wexford General Hospital,0,,0,,5,,,HSE Dublin & South East
06/06/2023,Cork University Hospital,3,3,6,13,35,,,HSE South West
06/06/2023,Mercy University Hospital,1,0,1,7,24,,,HSE South West
06/06/2023,UH Kerry,18,0,18,24,11,2,,HSE South West
06/06/2023,UH Limerick,13,36,49,20,12,4,,HSE Mid West
06/06/2023,Galway University Hospital,14,1,15,22,20,,,HSE West & North West
06/06/2023,Letterkenny University Hospital,6,7,13,6,16,,,HSE West & North West
06/06/2023,HSE Dublin and South East Total,55,47,102,92,142,6,0,
06/06/2023,Portiuncula University Hospital,1,2,3,2,3,,,HSE West & North West
06/06/2023,Sligo University Hospital,19,,19,11,9,3,,HSE West & North West
06/06/2023,National Total,192,68,260,175,448,30,Unnamed: 20_level_1,
07/06/2023,Cavan General Hospital,3,0,3,0,0,,,HSE Dublin & North East
07/06/2023,Connolly Hospital,1,0,1,12,9,,,HSE Dublin & North East
07/06/2023,Mater Misericordiae University Hospital,4,,4,0,41,,,HSE Dublin & North East
07/06/2023,Our Lady of Lourdes Hospital,5,2,7,12,34,,,HSE Dublin & North East
07/06/2023,Our Lady's Hospital Navan,0,,0,0,1,,,HSE Dublin & North East
07/06/2023,CHI at Crumlin,0,,0,,1,,,HSE Dublin & Midlands
07/06/2023,CHI at Tallaght,0,,0,,1,,,HSE Dublin & Midlands
07/06/2023,HSE Dublin and North East Total,13,2,15,24,105,0,0,
07/06/2023,MRH Mullingar,2,0,2,0,0,,,HSE Dublin & Midlands
07/06/2023,MRH Portlaoise,1,0,1,0,6,,,HSE Dublin & Midlands
07/06/2023,MRH Tullamore,0,0,0,0,3,,,HSE Dublin & Midlands
07/06/2023,Naas General Hospital,0,0,0,0,14,,,HSE Dublin & Midlands
07/06/2023,St. James's Hospital,29,0,29,0,53,,,HSE Dublin & Midlands
07/06/2023,Tallaght University Hospital,24,0,24,13,36,5,,HSE Dublin & Midlands
07/06/2023,St Luke's General Hospital Kilkenny,0,0,0,20,6,,,
07/06/2023,St. Vincent's University Hospital,27,0,27,22,42,6,,HSE Dublin & South East
07/06/2023,Tipperary University Hospital,10,,10,15,5,4,,HSE Dublin & South East
07/06/2023,HSE Dublin and Midlands Total,99,0,99,70,169,15,0,
07/06/2023,Wexford General Hospital,2,0,2,0,5,,,HSE Dublin & South East
07/06/2023,Cork University Hospital,10,5,15,12,41,,,HSE South West
07/06/2023,Mercy University Hospital,7,,7,8,24,,,HSE South West
07/06/2023,UH Kerry,10,0,10,28,10,2,,HSE South West
07/06/2023,UH Limerick,19,35,54,49,9,8,,HSE Mid West
07/06/2023,Galway University Hospital,19,3,22,22,21,,,HSE West & North West
07/06/2023,Letterkenny University Hospital,17,,17,7,17,6,,HSE West & North West
07/06/2023,HSE Dublin and South East Total,84,43,127,126,141,16,0,
07/06/2023,Portiuncula University Hospital,2,0,2,0,3,,,HSE West & North West
07/06/2023,Sligo University Hospital,12,15,27,11,9,4,,HSE West & North West
07/06/2023,National Total,247,60,307,248,439,52,Unnamed: 20_level_1,
08/06/2023,Cavan General Hospital,0,0,0,0,0,,,HSE Dublin & North East
08/06/2023,Connolly Hospital,0,0,0,10,9,,,HSE Dublin & North East
08/06/2023,Mater Misericordiae University Hospital,4,,4,0,40,,,HSE Dublin & North East
08/06/2023,Our Lady of Lourdes Hospital,9,1,10,12,34,,,HSE Dublin & North East
08/06/2023,Our Lady's Hospital Navan,0,,0,0,1,,,HSE Dublin & North East
08/06/2023,CHI at Crumlin,6,,6,,1,,,HSE Dublin & Midlands
08/06/2023,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
08/06/2023,HSE Dublin and North East Total,20,1,21,40,110,0,0,
08/06/2023,MRH Mullingar,0,0,0,0,0,,,HSE Dublin & Midlands
08/06/2023,MRH Portlaoise,1,0,1,0,10,,,HSE Dublin & Midlands
08/06/2023,MRH Tullamore,0,0,0,2,3,,,HSE Dublin & Midlands
08/06/2023,Naas General Hospital,4,0,4,0,13,,,HSE Dublin & Midlands
08/06/2023,St. James's Hospital,23,0,23,0,52,2,,HSE Dublin & Midlands
08/06/2023,Tallaght University Hospital,34,0,34,13,33,7,,HSE Dublin & Midlands
08/06/2023,St Luke's General Hospital Kilkenny,2,0,2,13,8,,,
08/06/2023,St. Vincent's University Hospital,28,0,28,20,42,7,,HSE Dublin & South East
08/06/2023,Tipperary University Hospital,10,,10,12,8,,,HSE Dublin & South East
08/06/2023,HSE Dublin and Midlands Total,104,0,104,60,173,17,0,
08/06/2023,Wexford General Hospital,0,0,0,0,5,,,HSE Dublin & South East
08/06/2023,Cork University Hospital,5,7,12,18,41,1,,HSE South West
08/06/2023,Mercy University Hospital,13,,13,7,26,,,HSE South West
08/06/2023,UH Kerry,14,,14,30,9,2,,HSE South West
08/06/2023,UH Limerick,22,32,54,56,18,8,,HSE Mid West
08/06/2023,Galway University Hospital,21,4,25,22,24,3,,HSE West & North West
08/06/2023,Letterkenny University Hospital,19,,19,8,15,3,,HSE West & North West
08/06/2023,HSE Dublin and South East Total,94,43,137,141,152,17,0,
08/06/2023,Portiuncula University Hospital,0,,0,0,2,,,HSE West & North West
08/06/2023,Sligo University Hospital,19,15,34,14,9,14,,HSE West & North West
08/06/2023,National Total,249,74,323,269,456,55,Unnamed: 20_level_1,
09/06/2023,Cavan General Hospital,0,0,0,0,5,,,HSE Dublin & North East
09/06/2023,Connolly Hospital,0,0,0,13,9,,,HSE Dublin & North East
09/06/2023,Mater Misericordiae University Hospital,4,,4,0,40,,,HSE Dublin & North East
09/06/2023,Our Lady of Lourdes Hospital,10,2,12,15,32,,,HSE Dublin & North East
09/06/2023,Our Lady's Hospital Navan,0,,0,0,1,,,HSE Dublin & North East
09/06/2023,CHI at Crumlin,3,,3,,1,,,HSE Dublin & Midlands
09/06/2023,CHI at Tallaght,0,,0,,1,,,HSE Dublin & Midlands
09/06/2023,HSE Dublin and North East Total,17,2,19,28,116,0,0,
09/06/2023,MRH Mullingar,4,0,4,0,0,,,HSE Dublin & Midlands
09/06/2023,MRH Portlaoise,10,0,10,0,7,,,HSE Dublin & Midlands
09/06/2023,MRH Tullamore,0,0,0,2,3,,,HSE Dublin & Midlands
09/06/2023,Naas General Hospital,4,0,4,0,12,,,HSE Dublin & Midlands
09/06/2023,St. James's Hospital,23,,23,0,54,,,HSE Dublin & Midlands
09/06/2023,Tallaght University Hospital,20,0,20,12,34,6,,HSE Dublin & Midlands
09/06/2023,St Luke's General Hospital Kilkenny,11,0,11,16,8,1,,
09/06/2023,St. Vincent's University Hospital,12,0,12,22,40,2,,HSE Dublin & South East
09/06/2023,Tipperary University Hospital,17,,17,12,7,6,,HSE Dublin & South East
09/06/2023,HSE Dublin and Midlands Total,102,0,102,64,169,15,0,
09/06/2023,Wexford General Hospital,2,0,2,2,4,,,HSE Dublin & South East
09/06/2023,Cork University Hospital,8,5,13,12,44,,,HSE South West
09/06/2023,Mercy University Hospital,13,0,13,6,27,3,,HSE South West
09/06/2023,UH Kerry,5,0,5,25,8,,,HSE South West
09/06/2023,UH Limerick,20,33,53,48,18,6,,HSE Mid West
09/06/2023,Galway University Hospital,8,4,12,20,25,,,HSE West & North West
09/06/2023,Letterkenny University Hospital,6,7,13,8,15,4,,HSE West & North West
09/06/2023,HSE Dublin and South East Total,62,49,111,121,159,13,0,
09/06/2023,Portiuncula University Hospital,3,0,3,2,2,,,HSE West & North West
09/06/2023,Sligo University Hospital,10,15,25,12,9,10,,HSE West & North West
09/06/2023,National Total,206,77,283,242,465,42,Unnamed: 20_level_1,
10/06/2023,Cavan General Hospital,0,0,0,0,5,,,HSE Dublin & North East
10/06/2023,Connolly Hospital,0,0,0,14,9,,,HSE Dublin & North East
10/06/2023,Mater Misericordiae University Hospital,4,,4,0,37,,,HSE Dublin & North East
10/06/2023,Our Lady of Lourdes Hospital,0,0,0,6,32,,,HSE Dublin & North East
10/06/2023,Our Lady's Hospital Navan,0,,0,0,1,,,HSE Dublin & North East
10/06/2023,CHI at Crumlin,2,,2,,1,,,HSE Dublin & Midlands
10/06/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
10/06/2023,HSE Dublin and North East Total,7,0,7,20,110,0,0,
10/06/2023,MRH Mullingar,2,0,2,0,0,,,HSE Dublin & Midlands
10/06/2023,MRH Portlaoise,5,0,5,0,6,,,HSE Dublin & Midlands
10/06/2023,MRH Tullamore,0,0,0,0,3,,,HSE Dublin & Midlands
10/06/2023,Naas General Hospital,0,0,0,0,12,,,HSE Dublin & Midlands
10/06/2023,St. James's Hospital,10,0,10,0,57,,,HSE Dublin & Midlands
10/06/2023,Tallaght University Hospital,8,,8,6,41,,,HSE Dublin & Midlands
10/06/2023,St Luke's General Hospital Kilkenny,0,0,0,0,6,,,
10/06/2023,St. Vincent's University Hospital,4,,4,30,38,,,HSE Dublin & South East
10/06/2023,Tipperary University Hospital,8,,8,12,7,2,,HSE Dublin & South East
10/06/2023,HSE Dublin and Midlands Total,41,0,41,48,174,2,0,
10/06/2023,Wexford General Hospital,0,0,0,2,4,,,HSE Dublin & South East
10/06/2023,Cork University Hospital,2,0,2,1,39,,,HSE South West
10/06/2023,Mercy University Hospital,5,0,5,8,27,,,HSE South West
10/06/2023,UH Kerry,6,0,6,24,8,,,HSE South West
10/06/2023,UH Limerick,9,30,39,32,13,3,,HSE Mid West
10/06/2023,Galway University Hospital,4,0,4,22,25,,,HSE West & North West
10/06/2023,Letterkenny University Hospital,3,5,8,0,17,1,,HSE West & North West
10/06/2023,HSE Dublin and South East Total,29,35,64,104,152,4,0,
10/06/2023,Portiuncula University Hospital,1,0,1,0,4,,,HSE West & North West
10/06/2023,Sligo University Hospital,3,7,10,11,8,6,,HSE West & North West
10/06/2023,National Total,88,50,138,194,459,16,Unnamed: 20_level_1,
11/06/2023,Cavan General Hospital,0,0,0,4,5,,,HSE Dublin & North East
11/06/2023,Connolly Hospital,0,0,0,13,9,,,HSE Dublin & North East
11/06/2023,Mater Misericordiae University Hospital,0,,0,0,37,,,HSE Dublin & North East
11/06/2023,Our Lady of Lourdes Hospital,6,1,7,13,32,,,HSE Dublin & North East
11/06/2023,Our Lady's Hospital Navan,0,,0,,1,,,HSE Dublin & North East
11/06/2023,CHI at Crumlin,2,,2,,1,,,HSE Dublin & Midlands
11/06/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
11/06/2023,HSE Dublin and North East Total,8,1,9,30,110,0,0,
11/06/2023,MRH Mullingar,3,0,3,0,0,,,HSE Dublin & Midlands
11/06/2023,MRH Portlaoise,6,0,6,0,6,,,HSE Dublin & Midlands
11/06/2023,MRH Tullamore,0,0,0,0,3,,,HSE Dublin & Midlands
11/06/2023,Naas General Hospital,8,0,8,0,12,,,HSE Dublin & Midlands
11/06/2023,St. James's Hospital,12,0,12,0,57,1,,HSE Dublin & Midlands
11/06/2023,Tallaght University Hospital,6,,6,6,41,,,HSE Dublin & Midlands
11/06/2023,St Luke's General Hospital Kilkenny,0,,0,0,6,,,
11/06/2023,St. Vincent's University Hospital,10,0,10,22,38,,,HSE Dublin & South East
11/06/2023,Tipperary University Hospital,8,,8,12,7,6,,HSE Dublin & South East
11/06/2023,HSE Dublin and Midlands Total,57,0,57,40,174,8,0,
11/06/2023,Wexford General Hospital,0,,0,2,4,,,HSE Dublin & South East
11/06/2023,Cork University Hospital,10,0,10,3,39,,,HSE South West
11/06/2023,Mercy University Hospital,2,0,2,8,27,,,HSE South West
11/06/2023,UH Kerry,7,0,7,26,8,,,HSE South West
11/06/2023,UH Limerick,10,34,44,33,13,1,,HSE Mid West
11/06/2023,Galway University Hospital,5,0,5,4,25,,,HSE West & North West
11/06/2023,Letterkenny University Hospital,4,5,9,1,17,2,,HSE West & North West
11/06/2023,HSE Dublin and South East Total,38,39,77,101,152,3,0,
11/06/2023,Portiuncula University Hospital,5,0,5,0,4,,,HSE West & North West
11/06/2023,Sligo University Hospital,17,,17,11,8,7,,HSE West & North West
11/06/2023,National Total,135,52,187,193,459,29,Unnamed: 20_level_1,
12/06/2023,Cavan General Hospital,1,0,1,1,5,,,HSE Dublin & North East
12/06/2023,Connolly Hospital,0,0,0,12,9,,,HSE Dublin & North East
12/06/2023,Mater Misericordiae University Hospital,0,,0,0,37,,,HSE Dublin & North East
12/06/2023,Our Lady of Lourdes Hospital,-1,1,0,14,32,,,HSE Dublin & North East
12/06/2023,Our Lady's Hospital Navan,0,0,0,2,1,,,HSE Dublin & North East
12/06/2023,CHI at Crumlin,8,,8,,1,,,HSE Dublin & Midlands
12/06/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
12/06/2023,HSE Dublin and North East Total,13,1,14,29,110,0,0,
12/06/2023,MRH Mullingar,3,0,3,0,0,,,HSE Dublin & Midlands
12/06/2023,MRH Portlaoise,8,0,8,0,6,,,HSE Dublin & Midlands
12/06/2023,MRH Tullamore,0,,0,0,3,,,HSE Dublin & Midlands
12/06/2023,Naas General Hospital,9,4,13,4,12,1,,HSE Dublin & Midlands
12/06/2023,St. James's Hospital,22,0,22,0,57,6,,HSE Dublin & Midlands
12/06/2023,Tallaght University Hospital,16,0,16,12,41,2,,HSE Dublin & Midlands
12/06/2023,St Luke's General Hospital Kilkenny,0,0,0,20,6,,,
12/06/2023,St. Vincent's University Hospital,27,0,27,34,38,4,,HSE Dublin & South East
12/06/2023,Tipperary University Hospital,12,,12,12,7,,,HSE Dublin & South East
12/06/2023,HSE Dublin and Midlands Total,103,4,107,82,174,13,0,
12/06/2023,Wexford General Hospital,11,0,11,13,4,,,HSE Dublin & South East
12/06/2023,Cork University Hospital,5,1,6,14,39,,,HSE South West
12/06/2023,Mercy University Hospital,8,0,8,8,27,,,HSE South West
12/06/2023,UH Kerry,8,0,8,26,8,2,,HSE South West
12/06/2023,UH Limerick,18,36,54,27,13,5,,HSE Mid West
12/06/2023,Galway University Hospital,10,0,10,22,25,1,,HSE West & North West
12/06/2023,Letterkenny University Hospital,15,,15,8,17,4,,HSE West & North West
12/06/2023,HSE Dublin and South East Total,75,37,112,118,152,12,0,
12/06/2023,Portiuncula University Hospital,5,0,5,5,4,,,HSE West & North West
12/06/2023,Sligo University Hospital,9,11,20,12,8,12,,HSE West & North West
12/06/2023,National Total,214,67,281,260,459,48,Unnamed: 20_level_1,
13/06/2023,Cavan General Hospital,0,0,0,2,5,,,HSE Dublin & North East
13/06/2023,Connolly Hospital,0,0,0,13,7,,,HSE Dublin & North East
13/06/2023,Mater Misericordiae University Hospital,12,,12,0,36,,,HSE Dublin & North East
13/06/2023,Our Lady of Lourdes Hospital,7,0,7,8,31,,,HSE Dublin & North East
13/06/2023,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
13/06/2023,CHI at Crumlin,4,,4,,1,,,HSE Dublin & Midlands
13/06/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
13/06/2023,HSE Dublin and North East Total,23,0,23,23,101,0,0,
13/06/2023,MRH Mullingar,1,0,1,0,0,,,HSE Dublin & Midlands
13/06/2023,MRH Portlaoise,1,0,1,0,6,,,HSE Dublin & Midlands
13/06/2023,MRH Tullamore,0,0,0,0,3,,,HSE Dublin & Midlands
13/06/2023,Naas General Hospital,9,4,13,4,9,,,HSE Dublin & Midlands
13/06/2023,St. James's Hospital,27,0,27,0,57,,,HSE Dublin & Midlands
13/06/2023,Tallaght University Hospital,12,,12,12,41,1,,HSE Dublin & Midlands
13/06/2023,St Luke's General Hospital Kilkenny,4,0,4,20,7,,,
13/06/2023,St. Vincent's University Hospital,28,,28,34,36,8,,HSE Dublin & South East
13/06/2023,Tipperary University Hospital,15,,15,12,7,8,,HSE Dublin & South East
13/06/2023,HSE Dublin and Midlands Total,107,4,111,82,170,19,0,
13/06/2023,Wexford General Hospital,0,0,0,0,4,,,HSE Dublin & South East
13/06/2023,Cork University Hospital,9,12,21,12,46,,,HSE South West
13/06/2023,Mercy University Hospital,6,,6,4,22,,,HSE South West
13/06/2023,UH Kerry,16,0,16,20,13,2,,HSE South West
13/06/2023,UH Limerick,17,40,57,53,12,4,,HSE Mid West
13/06/2023,Galway University Hospital,21,3,24,22,26,,,HSE West & North West
13/06/2023,Letterkenny University Hospital,18,,18,10,17,3,,HSE West & North West
13/06/2023,HSE Dublin and South East Total,87,55,142,121,158,9,0,
13/06/2023,Portiuncula University Hospital,2,0,2,1,4,,,HSE West & North West
13/06/2023,Sligo University Hospital,8,2,10,12,8,1,,HSE West & North West
13/06/2023,National Total,235,77,312,253,454,40,Unnamed: 20_level_1,
14/06/2023,Cavan General Hospital,2,0,2,2,5,,,HSE Dublin & North East
14/06/2023,Connolly Hospital,0,0,0,20,7,,,HSE Dublin & North East
14/06/2023,Mater Misericordiae University Hospital,5,,5,0,38,,,HSE Dublin & North East
14/06/2023,Our Lady of Lourdes Hospital,0,0,0,6,31,,,HSE Dublin & North East
