Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
04/06/2025,HSE Dublin and Midlands Total,39,3,42,66,55,5,0,
04/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
04/06/2025,St Luke's General Hospital Kilkenny,6,4,10,19,9,,,
04/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
04/06/2025,St. Vincent's University Hospital,15,0,15,22,15,3,2,HSE Dublin & South East
04/06/2025,Tipperary University Hospital,9,0,9,19,13,4,,HSE Dublin & South East
04/06/2025,UH Waterford,0,0,0,0,18,,,HSE Dublin & South East
04/06/2025,Wexford General Hospital,1,3,4,18,8,,,HSE Dublin & South East
04/06/2025,HSE Dublin and South East Total,31,7,38,78,85,7,2,
04/06/2025,Cork University Hospital,7,0,7,10,18,,,HSE South West
04/06/2025,Mallow General Hospital,,,,,4,,,HSE South West
04/06/2025,Mercy University Hospital,10,1,11,16,20,,,HSE South West
04/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
04/06/2025,UH Kerry,7,0,7,9,14,,,HSE South West
04/06/2025,HSE South West Total,24,1,25,35,64,0,0,
04/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
04/06/2025,St. John's Hospital Limerick,,,,,16,,,HSE Mid West
04/06/2025,UH Limerick,14,46,60,14,5,15,,HSE Mid West
04/06/2025,HSE Mid West Total,14,46,60,14,29,15,0,
04/06/2025,Letterkenny University Hospital,0,0,0,5,32,,,HSE West & North West
04/06/2025,Mayo University Hospital,7,10,17,12,15,6,,HSE West & North West
04/06/2025,Portiuncula University Hospital,0,0,0,0,2,,,HSE West & North West
04/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
04/06/2025,Sligo University Hospital,4,3,7,10,25,1,,HSE West & North West
04/06/2025,HSE West and North West Total,31,33,64,57,122,18,1,
04/06/2025,National Total,201,90,291,353,398,46,3,
05/06/2025,Cavan General Hospital,4,0,4,5,0,,,HSE Dublin & North East
05/06/2025,Connolly Hospital,0,0,0,0,4,,,HSE Dublin & North East
05/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
05/06/2025,Mater Misericordiae University Hospital,10,0,10,27,11,,,HSE Dublin & North East
05/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
05/06/2025,Our Lady of Lourdes Hospital,18,0,18,39,7,,,HSE Dublin & North East
05/06/2025,Our Lady's Hospital Navan,0,0,0,7,0,,,HSE Dublin & North East
05/06/2025,HSE Dublin and North East Total,36,0,36,103,39,0,0,
05/06/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
05/06/2025,CHI at Temple Street,3,0,3,0,2,,,HSE Dublin & Midlands
05/06/2025,MRH Mullingar,1,0,1,5,3,,,HSE Dublin & Midlands
05/06/2025,MRH Portlaoise,2,0,2,5,6,,,HSE Dublin & Midlands
05/06/2025,MRH Tullamore,0,0,0,15,8,,,HSE Dublin & Midlands
05/06/2025,Naas General Hospital,2,0,2,5,8,1,,HSE Dublin & Midlands
05/06/2025,St. James's Hospital,6,0,6,2,23,,,HSE Dublin & Midlands
05/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
05/06/2025,Tallaght University Hospital,8,0,8,24,8,3,,HSE Dublin & Midlands
05/06/2025,HSE Dublin and Midlands Total,23,0,23,56,64,4,0,
05/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
05/06/2025,St Luke's General Hospital Kilkenny,3,5,8,22,10,,,
05/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
05/06/2025,St. Vincent's University Hospital,13,0,13,22,15,,,HSE Dublin & South East
05/06/2025,Tipperary University Hospital,8,0,8,26,13,4,,HSE Dublin & South East
05/06/2025,UH Waterford,0,0,0,0,17,,,HSE Dublin & South East
05/06/2025,Wexford General Hospital,0,0,0,13,7,,,HSE Dublin & South East
05/06/2025,HSE Dublin and South East Total,24,5,29,83,82,4,0,
05/06/2025,Cork University Hospital,2,0,2,10,20,,,HSE South West
05/06/2025,Mallow General Hospital,,,,,3,,,HSE South West
05/06/2025,Mercy University Hospital,6,2,8,16,17,2,,HSE South West
05/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
05/06/2025,UH Kerry,7,4,11,6,13,,,HSE South West
05/06/2025,HSE South West Total,15,6,21,32,61,2,0,
05/06/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
05/06/2025,St. John's Hospital Limerick,,,,,12,,,HSE Mid West
05/06/2025,UH Limerick,17,47,64,5,5,16,,HSE Mid West
05/06/2025,HSE Mid West Total,17,47,64,5,26,16,0,
05/06/2025,Letterkenny University Hospital,0,5,5,0,29,1,,HSE West & North West
05/06/2025,Mayo University Hospital,7,10,17,10,13,4,,HSE West & North West
05/06/2025,Portiuncula University Hospital,0,0,0,0,2,,,HSE West & North West
05/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
05/06/2025,Sligo University Hospital,0,2,2,9,25,1,,HSE West & North West
05/06/2025,HSE West and North West Total,40,35,75,49,118,16,0,
05/06/2025,National Total,155,93,248,328,390,42,0,
06/06/2025,Cavan General Hospital,5,0,5,3,0,,,HSE Dublin & North East
06/06/2025,Connolly Hospital,0,0,0,0,4,,,HSE Dublin & North East
06/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
06/06/2025,Mater Misericordiae University Hospital,4,0,4,25,11,,,HSE Dublin & North East
06/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
06/06/2025,Our Lady of Lourdes Hospital,16,0,16,42,13,,,HSE Dublin & North East
06/06/2025,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
06/06/2025,HSE Dublin and North East Total,28,0,28,75,43,0,0,
06/06/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
06/06/2025,CHI at Temple Street,0,0,0,0,2,,,HSE Dublin & Midlands
06/06/2025,MRH Mullingar,2,0,2,0,3,,,HSE Dublin & Midlands
06/06/2025,MRH Portlaoise,2,0,2,6,3,,,HSE Dublin & Midlands
06/06/2025,MRH Tullamore,0,0,0,13,8,,,HSE Dublin & Midlands
06/06/2025,Naas General Hospital,4,0,4,0,8,1,,HSE Dublin & Midlands
06/06/2025,St. James's Hospital,2,0,2,0,22,,,HSE Dublin & Midlands
06/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
06/06/2025,Tallaght University Hospital,11,0,11,24,7,3,,HSE Dublin & Midlands
06/06/2025,HSE Dublin and Midlands Total,24,0,24,43,59,4,0,
06/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
06/06/2025,St Luke's General Hospital Kilkenny,6,8,14,20,9,,,
06/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
06/06/2025,St. Vincent's University Hospital,12,0,12,22,16,1,,HSE Dublin & South East
06/06/2025,Tipperary University Hospital,6,0,6,26,11,2,,HSE Dublin & South East
06/06/2025,UH Waterford,0,0,0,0,18,,,HSE Dublin & South East
06/06/2025,Wexford General Hospital,0,1,1,12,7,,,HSE Dublin & South East
06/06/2025,HSE Dublin and South East Total,24,9,33,80,80,3,0,
06/06/2025,Cork University Hospital,6,0,6,6,18,,,HSE South West
06/06/2025,Mallow General Hospital,,,,,4,,,HSE South West
06/06/2025,Mercy University Hospital,16,6,22,16,15,2,,HSE South West
06/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
06/06/2025,UH Kerry,8,0,8,10,18,,,HSE South West
06/06/2025,HSE South West Total,30,6,36,32,63,2,0,
06/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
06/06/2025,St. John's Hospital Limerick,,,,,12,,,HSE Mid West
06/06/2025,UH Limerick,16,38,54,1,5,9,,HSE Mid West
06/06/2025,HSE Mid West Total,16,38,54,1,26,9,0,
06/06/2025,Letterkenny University Hospital,1,2,3,1,33,,,HSE West & North West
06/06/2025,Mayo University Hospital,5,16,21,16,11,9,,HSE West & North West
06/06/2025,Portiuncula University Hospital,1,0,1,0,5,,,HSE West & North West
06/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
06/06/2025,Sligo University Hospital,3,2,5,12,22,,,HSE West & North West
06/06/2025,HSE West and North West Total,42,37,79,57,120,24,0,
06/06/2025,National Total,164,90,254,288,391,42,0,
07/06/2025,Cavan General Hospital,1,0,1,9,0,,,HSE Dublin & North East
07/06/2025,Connolly Hospital,0,0,0,0,4,,,HSE Dublin & North East
07/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
07/06/2025,Mater Misericordiae University Hospital,0,0,0,15,11,,,HSE Dublin & North East
07/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
07/06/2025,Our Lady of Lourdes Hospital,0,0,0,23,13,,,HSE Dublin & North East
07/06/2025,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
07/06/2025,HSE Dublin and North East Total,1,0,1,47,42,0,0,
07/06/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
07/06/2025,CHI at Temple Street,0,0,0,0,2,,,HSE Dublin & Midlands
07/06/2025,MRH Mullingar,0,0,0,0,3,,,HSE Dublin & Midlands
07/06/2025,MRH Portlaoise,6,0,6,0,3,,,HSE Dublin & Midlands
07/06/2025,MRH Tullamore,0,0,0,0,8,,,HSE Dublin & Midlands
07/06/2025,Naas General Hospital,0,0,0,0,9,,,HSE Dublin & Midlands
07/06/2025,St. James's Hospital,1,0,1,4,21,,,HSE Dublin & Midlands
07/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
07/06/2025,Tallaght University Hospital,6,0,6,10,7,,,HSE Dublin & Midlands
07/06/2025,HSE Dublin and Midlands Total,14,0,14,14,59,0,0,
07/06/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin & South East
07/06/2025,St Luke's General Hospital Kilkenny,0,6,6,17,9,,,
07/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
07/06/2025,St. Vincent's University Hospital,7,0,7,22,15,,,HSE Dublin & South East
07/06/2025,Tipperary University Hospital,4,0,4,14,8,2,,HSE Dublin & South East
07/06/2025,UH Waterford,0,0,0,0,17,,,HSE Dublin & South East
07/06/2025,Wexford General Hospital,0,0,0,11,8,,,HSE Dublin & South East
07/06/2025,HSE Dublin and South East Total,11,6,17,64,75,2,0,
07/06/2025,Cork University Hospital,0,0,0,1,18,,,HSE South West
07/06/2025,Mallow General Hospital,,,,,3,,,HSE South West
07/06/2025,Mercy University Hospital,2,0,2,15,14,1,,HSE South West
07/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
07/06/2025,UH Kerry,8,0,8,9,14,,,HSE South West
07/06/2025,HSE South West Total,10,0,10,25,57,1,0,
07/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
07/06/2025,St. John's Hospital Limerick,,,,,10,,,HSE Mid West
07/06/2025,UH Limerick,15,22,37,0,5,5,,HSE Mid West
07/06/2025,HSE Mid West Total,15,22,37,0,26,5,0,
07/06/2025,Letterkenny University Hospital,0,0,0,0,33,,,HSE West & North West
07/06/2025,Mayo University Hospital,5,12,17,12,9,10,,HSE West & North West
07/06/2025,Portiuncula University Hospital,0,0,0,0,4,,,HSE West & North West
07/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
07/06/2025,Sligo University Hospital,3,1,4,7,22,,,HSE West & North West
07/06/2025,HSE West and North West Total,26,30,56,41,115,21,0,
07/06/2025,National Total,77,58,135,191,374,29,0,
08/06/2025,Cavan General Hospital,8,0,8,10,0,,,HSE Dublin & North East
08/06/2025,Connolly Hospital,0,0,0,0,4,,,HSE Dublin & North East
08/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
08/06/2025,Mater Misericordiae University Hospital,14,0,14,21,11,,,HSE Dublin & North East
08/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
08/06/2025,Our Lady of Lourdes Hospital,0,0,0,29,13,,,HSE Dublin & North East
08/06/2025,Our Lady's Hospital Navan,1,0,1,4,0,,,HSE Dublin & North East
08/06/2025,HSE Dublin and North East Total,23,0,23,64,42,0,0,
08/06/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
08/06/2025,CHI at Temple Street,1,,1,0,2,,,HSE Dublin & Midlands
08/06/2025,MRH Mullingar,6,0,6,0,3,,,HSE Dublin & Midlands
08/06/2025,MRH Portlaoise,0,0,0,0,3,,,HSE Dublin & Midlands
08/06/2025,MRH Tullamore,0,0,0,15,8,,,HSE Dublin & Midlands
08/06/2025,Naas General Hospital,3,0,3,0,9,,,HSE Dublin & Midlands
08/06/2025,St. James's Hospital,0,0,0,4,21,,,HSE Dublin & Midlands
08/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
08/06/2025,Tallaght University Hospital,12,0,12,15,7,4,,HSE Dublin & Midlands
08/06/2025,HSE Dublin and Midlands Total,23,0,23,34,59,4,0,
08/06/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin & South East
08/06/2025,St Luke's General Hospital Kilkenny,6,6,12,20,9,2,,
08/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
08/06/2025,St. Vincent's University Hospital,5,0,5,22,15,,,HSE Dublin & South East
08/06/2025,Tipperary University Hospital,4,0,4,11,8,2,,HSE Dublin & South East
08/06/2025,UH Waterford,0,0,0,0,17,,,HSE Dublin & South East
08/06/2025,Wexford General Hospital,0,0,0,14,8,,,HSE Dublin & South East
08/06/2025,HSE Dublin and South East Total,15,6,21,67,75,4,0,
08/06/2025,Cork University Hospital,2,0,2,1,18,,,HSE South West
08/06/2025,Mallow General Hospital,,,,,3,,,HSE South West
08/06/2025,Mercy University Hospital,1,0,1,16,14,,,HSE South West
08/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
08/06/2025,UH Kerry,9,5,14,10,16,3,,HSE South West
08/06/2025,HSE South West Total,12,5,17,27,59,3,0,
08/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
08/06/2025,St. John's Hospital Limerick,,,,,10,,,HSE Mid West
08/06/2025,UH Limerick,10,30,40,0,5,14,,HSE Mid West
08/06/2025,HSE Mid West Total,10,30,40,0,26,14,0,
08/06/2025,Letterkenny University Hospital,2,0,2,0,33,,,HSE West & North West
08/06/2025,Mayo University Hospital,8,16,24,13,9,16,,HSE West & North West
08/06/2025,Portiuncula University Hospital,0,0,0,0,4,,,HSE West & North West
08/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
08/06/2025,Sligo University Hospital,3,3,6,7,22,,,HSE West & North West
08/06/2025,HSE West and North West Total,29,31,60,48,115,25,1,
08/06/2025,National Total,112,72,184,240,376,50,1,
09/06/2025,Cavan General Hospital,6,0,6,12,0,,,HSE Dublin & North East
09/06/2025,Connolly Hospital,0,0,0,0,4,,,HSE Dublin & North East
09/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
09/06/2025,Mater Misericordiae University Hospital,23,0,23,27,11,1,,HSE Dublin & North East
09/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
09/06/2025,Our Lady of Lourdes Hospital,7,0,7,40,13,,,HSE Dublin & North East
09/06/2025,Our Lady's Hospital Navan,3,0,3,11,0,,,HSE Dublin & North East
09/06/2025,HSE Dublin and North East Total,49,0,49,100,42,1,0,
09/06/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
09/06/2025,CHI at Temple Street,1,0,1,0,2,,,HSE Dublin & Midlands
09/06/2025,MRH Mullingar,4,0,4,10,3,,,HSE Dublin & Midlands
09/06/2025,MRH Portlaoise,2,0,2,0,3,,,HSE Dublin & Midlands
09/06/2025,MRH Tullamore,0,0,0,21,8,,,HSE Dublin & Midlands
09/06/2025,Naas General Hospital,6,0,6,0,9,,,HSE Dublin & Midlands
09/06/2025,St. James's Hospital,2,0,2,2,21,,,HSE Dublin & Midlands
09/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
09/06/2025,Tallaght University Hospital,14,0,14,24,7,6,,HSE Dublin & Midlands
09/06/2025,HSE Dublin and Midlands Total,29,0,29,57,59,6,0,
09/06/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin & South East
09/06/2025,St Luke's General Hospital Kilkenny,3,5,8,32,9,,,
09/06/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
09/06/2025,St. Vincent's University Hospital,7,0,7,22,15,,,HSE Dublin & South East
09/06/2025,Tipperary University Hospital,7,0,7,15,8,2,,HSE Dublin & South East
09/06/2025,UH Waterford,0,0,0,0,17,,,HSE Dublin & South East
09/06/2025,Wexford General Hospital,0,10,10,16,8,,,HSE Dublin & South East
09/06/2025,HSE Dublin and South East Total,17,15,32,85,75,2,0,
09/06/2025,Cork University Hospital,2,0,2,7,18,,,HSE South West
09/06/2025,Mallow General Hospital,,,,,3,,,HSE South West
09/06/2025,Mercy University Hospital,1,3,4,16,18,,,HSE South West
09/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
09/06/2025,UH Kerry,9,8,17,9,15,5,,HSE South West
09/06/2025,HSE South West Total,12,11,23,32,62,5,0,
09/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
09/06/2025,St. John's Hospital Limerick,,,,,10,,,HSE Mid West
09/06/2025,UH Limerick,14,38,52,1,5,25,,HSE Mid West
09/06/2025,HSE Mid West Total,14,38,52,1,26,25,0,
09/06/2025,Letterkenny University Hospital,2,4,6,8,33,,,HSE West & North West
09/06/2025,Mayo University Hospital,17,17,34,18,9,23,,HSE West & North West
09/06/2025,Portiuncula University Hospital,1,0,1,0,4,,,HSE West & North West
09/06/2025,Roscommon University Hospital,,,,,3,,,HSE West & North West
09/06/2025,Sligo University Hospital,7,4,11,12,22,1,,HSE West & North West
09/06/2025,HSE West and North West Total,54,40,94,71,115,42,4,
09/06/2025,National Total,175,104,279,346,379,81,4,
10/06/2025,Cavan General Hospital,10,0,10,4,0,,,HSE Dublin & North East
10/06/2025,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
10/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
10/06/2025,Mater Misericordiae University Hospital,18,0,18,27,10,,,HSE Dublin & North East
10/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
10/06/2025,Our Lady of Lourdes Hospital,8,0,8,34,12,,,HSE Dublin & North East
10/06/2025,Our Lady's Hospital Navan,0,0,0,6,0,,,HSE Dublin & North East
10/06/2025,HSE Dublin and North East Total,49,0,49,98,44,0,0,
10/06/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
10/06/2025,CHI at Temple Street,5,0,5,0,2,,,HSE Dublin & Midlands
10/06/2025,MRH Mullingar,6,0,6,10,2,,,HSE Dublin & Midlands
10/06/2025,MRH Portlaoise,1,0,1,4,7,,,HSE Dublin & Midlands
10/06/2025,MRH Tullamore,0,0,0,12,9,,,HSE Dublin & Midlands
10/06/2025,Naas General Hospital,2,0,2,0,8,,,HSE Dublin & Midlands
10/06/2025,St. James's Hospital,6,0,6,0,20,,,HSE Dublin & Midlands
10/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
10/06/2025,Tallaght University Hospital,11,0,11,24,7,1,,HSE Dublin & Midlands
