Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
02/01/2025,St. John's Hospital Limerick,,,,,7,,,HSE Mid West
02/01/2025,UH Limerick,22,40,62,46,5,26,2,HSE Mid West
02/01/2025,HSE Mid West Total,22,40,62,46,18,26,2,
02/01/2025,Letterkenny University Hospital,8,4,12,18,20,2,,HSE West & North West
02/01/2025,Mayo University Hospital,2,12,14,15,12,7,,HSE West & North West
02/01/2025,Portiuncula University Hospital,12,0,12,25,2,8,,HSE West & North West
02/01/2025,Roscommon University Hospital,,,,,1,,,HSE West & North West
02/01/2025,Sligo University Hospital,12,12,24,12,20,9,,HSE West & North West
02/01/2025,HSE West and North West Total,50,37,87,90,90,27,0,
02/01/2025,National Total,281,121,402,539,348,87,11,
03/01/2025,Cavan General Hospital,0,0,0,10,2,,,HSE Dublin & North East
03/01/2025,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
03/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
03/01/2025,Mater Misericordiae University Hospital,0,0,0,5,14,,,HSE Dublin & North East
03/01/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
03/01/2025,Our Lady of Lourdes Hospital,19,0,19,38,10,,,HSE Dublin & North East
03/01/2025,Our Lady's Hospital Navan,0,0,0,12,2,,,HSE Dublin & North East
03/01/2025,HSE Dublin and North East Total,19,0,19,65,51,0,0,
03/01/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
03/01/2025,CHI at Temple Street,6,,6,1,3,,,HSE Dublin & Midlands
03/01/2025,MRH Mullingar,8,0,8,25,1,,,HSE Dublin & Midlands
03/01/2025,MRH Portlaoise,5,0,5,22,5,,,HSE Dublin & Midlands
03/01/2025,MRH Tullamore,0,0,0,34,6,,,HSE Dublin & Midlands
03/01/2025,Naas General Hospital,17,7,24,12,14,2,1,HSE Dublin & Midlands
03/01/2025,St. James's Hospital,14,0,14,3,16,,,HSE Dublin & Midlands
03/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
03/01/2025,Tallaght University Hospital,27,0,27,32,19,4,,HSE Dublin & Midlands
03/01/2025,HSE Dublin and Midlands Total,77,7,84,129,66,6,1,
03/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
03/01/2025,St Luke's General Hospital Kilkenny,3,0,3,33,6,,,
03/01/2025,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
03/01/2025,St. Vincent's University Hospital,15,4,19,39,17,1,,HSE Dublin & South East
03/01/2025,Tipperary University Hospital,9,9,18,26,7,8,,HSE Dublin & South East
03/01/2025,UH Waterford,0,0,0,22,13,,,HSE Dublin & South East
03/01/2025,Wexford General Hospital,6,5,11,28,7,4,1,HSE Dublin & South East
03/01/2025,HSE Dublin and South East Total,33,18,51,148,66,13,1,
03/01/2025,Cork University Hospital,29,13,42,23,31,5,1,HSE South West
03/01/2025,Mallow General Hospital,,,,,2,,,HSE South West
03/01/2025,Mercy University Hospital,17,0,17,8,12,5,,HSE South West
03/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
03/01/2025,UH Kerry,14,0,14,14,17,1,,HSE South West
03/01/2025,HSE South West Total,60,13,73,45,68,11,1,
03/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
03/01/2025,St. John's Hospital Limerick,,,,,6,,,HSE Mid West
03/01/2025,UH Limerick,27,41,68,38,5,18,,HSE Mid West
03/01/2025,HSE Mid West Total,27,41,68,38,17,18,0,
03/01/2025,Letterkenny University Hospital,7,4,11,18,18,4,,HSE West & North West
03/01/2025,Mayo University Hospital,5,9,14,12,8,7,,HSE West & North West
03/01/2025,Portiuncula University Hospital,4,0,4,20,2,1,,HSE West & North West
03/01/2025,Roscommon University Hospital,,,,,1,,,HSE West & North West
03/01/2025,Sligo University Hospital,15,18,33,10,20,8,,HSE West & North West
03/01/2025,HSE West and North West Total,47,35,82,80,85,20,0,
03/01/2025,National Total,263,114,377,505,353,68,3,
04/01/2025,Cavan General Hospital,2,0,2,15,2,,,HSE Dublin & North East
04/01/2025,Connolly Hospital,0,0,0,0,5,,,HSE Dublin & North East
04/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
04/01/2025,Mater Misericordiae University Hospital,0,0,0,0,14,,,HSE Dublin & North East
04/01/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
04/01/2025,Our Lady of Lourdes Hospital,14,0,14,28,10,,,HSE Dublin & North East
04/01/2025,Our Lady's Hospital Navan,0,0,0,6,3,,,HSE Dublin & North East
04/01/2025,HSE Dublin and North East Total,16,0,16,49,46,0,0,
04/01/2025,CHI at Tallaght,4,0,4,1,0,,,HSE Dublin & Midlands
04/01/2025,CHI at Temple Street,4,0,4,8,3,,,HSE Dublin & Midlands
04/01/2025,MRH Mullingar,3,0,3,18,1,,,HSE Dublin & Midlands
04/01/2025,MRH Portlaoise,5,0,5,21,5,,,HSE Dublin & Midlands
04/01/2025,MRH Tullamore,0,0,0,23,6,,,HSE Dublin & Midlands
04/01/2025,Naas General Hospital,2,7,9,8,13,,,HSE Dublin & Midlands
04/01/2025,St. James's Hospital,8,0,8,0,17,,,HSE Dublin & Midlands
04/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
04/01/2025,Tallaght University Hospital,14,0,14,29,19,2,,HSE Dublin & Midlands
04/01/2025,HSE Dublin and Midlands Total,40,7,47,108,66,2,0,
04/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
04/01/2025,St Luke's General Hospital Kilkenny,0,0,0,13,6,,,
04/01/2025,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
04/01/2025,St. Vincent's University Hospital,25,0,25,39,17,3,2,HSE Dublin & South East
04/01/2025,Tipperary University Hospital,2,4,6,16,6,4,,HSE Dublin & South East
04/01/2025,UH Waterford,0,0,0,8,13,,,HSE Dublin & South East
04/01/2025,Wexford General Hospital,2,0,2,19,7,,,HSE Dublin & South East
04/01/2025,HSE Dublin and South East Total,29,4,33,95,65,7,2,
04/01/2025,Cork University Hospital,4,2,6,17,29,1,,HSE South West
04/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
04/01/2025,Mercy University Hospital,3,3,6,11,14,,,HSE South West
04/01/2025,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
04/01/2025,UH Kerry,4,0,4,14,16,1,,HSE South West
04/01/2025,HSE South West Total,11,5,16,42,68,2,0,
04/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
04/01/2025,St. John's Hospital Limerick,,,,,6,,,HSE Mid West
04/01/2025,UH Limerick,27,36,63,41,7,14,,HSE Mid West
04/01/2025,HSE Mid West Total,27,36,63,41,19,14,0,
04/01/2025,Letterkenny University Hospital,2,1,3,16,18,,,HSE West & North West
04/01/2025,Mayo University Hospital,1,7,8,6,15,4,,HSE West & North West
04/01/2025,Portiuncula University Hospital,6,0,6,14,3,,,HSE West & North West
04/01/2025,Roscommon University Hospital,,,,,0,,,HSE West & North West
04/01/2025,Sligo University Hospital,15,12,27,11,23,9,,HSE West & North West
04/01/2025,HSE West and North West Total,35,20,55,69,92,13,0,
04/01/2025,National Total,158,72,230,404,356,38,2,
05/01/2025,Cavan General Hospital,9,0,9,20,2,,,HSE Dublin & North East
05/01/2025,Connolly Hospital,0,0,0,0,5,,,HSE Dublin & North East
05/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
05/01/2025,Mater Misericordiae University Hospital,20,0,20,10,14,,,HSE Dublin & North East
05/01/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
05/01/2025,Our Lady of Lourdes Hospital,16,0,16,40,10,,,HSE Dublin & North East
05/01/2025,Our Lady's Hospital Navan,0,0,0,10,3,,,HSE Dublin & North East
05/01/2025,HSE Dublin and North East Total,45,0,45,86,46,0,0,
05/01/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
05/01/2025,CHI at Temple Street,2,0,2,7,3,,,HSE Dublin & Midlands
05/01/2025,MRH Mullingar,5,3,8,26,1,,,HSE Dublin & Midlands
05/01/2025,MRH Portlaoise,6,0,6,30,5,,,HSE Dublin & Midlands
05/01/2025,MRH Tullamore,0,0,0,19,6,,,HSE Dublin & Midlands
05/01/2025,Naas General Hospital,5,6,11,9,13,4,,HSE Dublin & Midlands
05/01/2025,St. James's Hospital,10,0,10,4,17,,,HSE Dublin & Midlands
05/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
05/01/2025,Tallaght University Hospital,26,0,26,34,19,3,,HSE Dublin & Midlands
05/01/2025,HSE Dublin and Midlands Total,57,9,66,129,66,7,0,
05/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
05/01/2025,St Luke's General Hospital Kilkenny,3,0,3,24,6,,,
05/01/2025,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
05/01/2025,St. Vincent's University Hospital,26,7,33,39,17,12,5,HSE Dublin & South East
05/01/2025,Tipperary University Hospital,4,5,9,24,6,4,,HSE Dublin & South East
05/01/2025,UH Waterford,0,0,0,9,13,,,HSE Dublin & South East
05/01/2025,Wexford General Hospital,0,0,0,20,7,,,HSE Dublin & South East
05/01/2025,HSE Dublin and South East Total,33,12,45,116,65,16,5,
05/01/2025,Cork University Hospital,6,0,6,21,29,,,HSE South West
05/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
05/01/2025,Mercy University Hospital,13,3,16,10,14,1,,HSE South West
05/01/2025,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
05/01/2025,UH Kerry,11,0,11,14,16,1,1,HSE South West
05/01/2025,HSE South West Total,30,3,33,45,68,2,1,
05/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
05/01/2025,St. John's Hospital Limerick,,,,,6,,,HSE Mid West
05/01/2025,UH Limerick,25,37,62,45,7,34,,HSE Mid West
05/01/2025,HSE Mid West Total,25,37,62,45,19,34,0,
05/01/2025,Letterkenny University Hospital,5,3,8,11,18,,,HSE West & North West
05/01/2025,Mayo University Hospital,4,11,15,13,15,10,,HSE West & North West
05/01/2025,Portiuncula University Hospital,0,11,11,0,3,3,,HSE West & North West
05/01/2025,Roscommon University Hospital,,,,,0,,,HSE West & North West
05/01/2025,Sligo University Hospital,18,15,33,11,23,10,4,HSE West & North West
05/01/2025,HSE West and North West Total,46,41,87,37,92,27,4,
05/01/2025,National Total,236,102,338,458,356,86,10,
06/01/2025,Cavan General Hospital,22,0,22,20,2,2,,HSE Dublin & North East
06/01/2025,Connolly Hospital,8,0,8,2,5,,,HSE Dublin & North East
06/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
06/01/2025,Mater Misericordiae University Hospital,28,0,28,22,14,7,6,HSE Dublin & North East
06/01/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
06/01/2025,Our Lady of Lourdes Hospital,28,0,28,52,10,7,,HSE Dublin & North East
06/01/2025,Our Lady's Hospital Navan,6,0,6,11,3,,,HSE Dublin & North East
06/01/2025,HSE Dublin and North East Total,104,0,104,126,46,16,6,
06/01/2025,CHI at Tallaght,2,0,2,,0,,,HSE Dublin & Midlands
06/01/2025,CHI at Temple Street,2,,2,,3,1,,HSE Dublin & Midlands
06/01/2025,MRH Mullingar,6,5,11,25,1,,,HSE Dublin & Midlands
06/01/2025,MRH Portlaoise,7,0,7,30,4,,,HSE Dublin & Midlands
06/01/2025,MRH Tullamore,0,0,0,30,6,,,HSE Dublin & Midlands
06/01/2025,Naas General Hospital,11,4,15,14,13,,,HSE Dublin & Midlands
06/01/2025,St. James's Hospital,32,0,32,11,17,2,,HSE Dublin & Midlands
06/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
06/01/2025,Tallaght University Hospital,23,7,30,46,19,9,,HSE Dublin & Midlands
06/01/2025,HSE Dublin and Midlands Total,83,16,99,156,65,12,0,
06/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
06/01/2025,St Luke's General Hospital Kilkenny,6,1,7,34,6,,,
06/01/2025,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
06/01/2025,St. Vincent's University Hospital,26,11,37,39,17,10,,HSE Dublin & South East
06/01/2025,Tipperary University Hospital,9,8,17,27,6,7,,HSE Dublin & South East
06/01/2025,UH Waterford,0,0,0,33,13,,,HSE Dublin & South East
06/01/2025,Wexford General Hospital,4,1,5,22,7,,,HSE Dublin & South East
06/01/2025,HSE Dublin and South East Total,45,21,66,155,65,17,0,
06/01/2025,Cork University Hospital,22,8,30,26,29,2,1,HSE South West
06/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
06/01/2025,Mercy University Hospital,23,4,27,15,14,16,7,HSE South West
06/01/2025,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
06/01/2025,UH Kerry,24,7,31,14,16,4,,HSE South West
06/01/2025,HSE South West Total,69,19,88,55,68,22,8,
06/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
06/01/2025,St. John's Hospital Limerick,,,,,6,,,HSE Mid West
06/01/2025,UH Limerick,32,37,69,43,7,13,,HSE Mid West
06/01/2025,HSE Mid West Total,32,37,69,43,19,13,0,
06/01/2025,Letterkenny University Hospital,11,6,17,17,18,1,,HSE West & North West
06/01/2025,Mayo University Hospital,2,8,10,12,15,7,,HSE West & North West
06/01/2025,Portiuncula University Hospital,16,0,16,25,3,2,,HSE West & North West
06/01/2025,Roscommon University Hospital,,,,,0,,,HSE West & North West
06/01/2025,Sligo University Hospital,12,19,31,22,23,15,1,HSE West & North West
06/01/2025,HSE West and North West Total,63,45,108,103,92,33,1,
06/01/2025,National Total,396,138,534,638,355,113,15,
07/01/2025,Cavan General Hospital,7,0,7,11,2,,,HSE Dublin & North East
07/01/2025,Connolly Hospital,5,0,5,0,5,,,HSE Dublin & North East
07/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
07/01/2025,Mater Misericordiae University Hospital,20,0,20,24,18,1,1,HSE Dublin & North East
07/01/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
07/01/2025,Our Lady of Lourdes Hospital,18,0,18,48,10,,,HSE Dublin & North East
07/01/2025,Our Lady's Hospital Navan,4,0,4,11,4,,,HSE Dublin & North East
07/01/2025,HSE Dublin and North East Total,72,0,72,115,51,1,1,
07/01/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
07/01/2025,CHI at Temple Street,0,0,0,0,2,,,HSE Dublin & Midlands
07/01/2025,MRH Mullingar,5,2,7,25,1,,,HSE Dublin & Midlands
07/01/2025,MRH Portlaoise,5,0,5,17,5,,,HSE Dublin & Midlands
07/01/2025,MRH Tullamore,0,0,0,43,7,,,HSE Dublin & Midlands
07/01/2025,Naas General Hospital,10,8,18,13,13,,,HSE Dublin & Midlands
07/01/2025,St. James's Hospital,23,0,23,18,16,1,,HSE Dublin & Midlands
07/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
07/01/2025,Tallaght University Hospital,20,4,24,38,19,10,,HSE Dublin & Midlands
07/01/2025,HSE Dublin and Midlands Total,65,14,79,154,65,11,0,
07/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
07/01/2025,St Luke's General Hospital Kilkenny,6,7,13,37,6,,,
07/01/2025,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
07/01/2025,St. Vincent's University Hospital,27,5,32,40,16,3,,HSE Dublin & South East
07/01/2025,Tipperary University Hospital,7,7,14,31,7,6,,HSE Dublin & South East
07/01/2025,UH Waterford,0,0,0,17,16,,,HSE Dublin & South East
07/01/2025,Wexford General Hospital,2,0,2,19,8,,,HSE Dublin & South East
07/01/2025,HSE Dublin and South East Total,42,19,61,144,69,9,0,
07/01/2025,Cork University Hospital,35,6,41,35,23,9,2,HSE South West
07/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
07/01/2025,Mercy University Hospital,12,1,13,11,13,4,1,HSE South West
07/01/2025,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
07/01/2025,UH Kerry,20,7,27,14,16,8,4,HSE South West
07/01/2025,HSE South West Total,67,14,81,60,59,21,7,
07/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
07/01/2025,St. John's Hospital Limerick,,,,,7,,,HSE Mid West
07/01/2025,UH Limerick,28,44,72,56,5,29,,HSE Mid West
07/01/2025,HSE Mid West Total,28,44,72,56,18,29,0,
07/01/2025,Letterkenny University Hospital,9,1,10,14,16,,,HSE West & North West
07/01/2025,Mayo University Hospital,3,12,15,12,13,9,,HSE West & North West
07/01/2025,Portiuncula University Hospital,7,0,7,24,6,,,HSE West & North West
07/01/2025,Roscommon University Hospital,,,,,0,,,HSE West & North West
07/01/2025,Sligo University Hospital,16,17,33,14,25,12,,HSE West & North West
07/01/2025,HSE West and North West Total,62,44,106,101,96,30,0,
07/01/2025,National Total,336,135,471,630,358,101,8,
08/01/2025,Cavan General Hospital,4,0,4,12,2,,,HSE Dublin & North East
08/01/2025,Connolly Hospital,0,0,0,2,5,,,HSE Dublin & North East
08/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
08/01/2025,Mater Misericordiae University Hospital,7,0,7,24,18,,,HSE Dublin & North East
08/01/2025,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
08/01/2025,Our Lady of Lourdes Hospital,16,0,16,45,10,,,HSE Dublin & North East
08/01/2025,Our Lady's Hospital Navan,1,0,1,9,4,,,HSE Dublin & North East
08/01/2025,HSE Dublin and North East Total,40,0,40,122,52,0,0,
08/01/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
08/01/2025,CHI at Temple Street,0,0,0,0,1,,,HSE Dublin & Midlands
08/01/2025,MRH Mullingar,9,0,9,25,1,,,HSE Dublin & Midlands
08/01/2025,MRH Portlaoise,0,0,0,10,5,,,HSE Dublin & Midlands
08/01/2025,MRH Tullamore,0,0,0,38,7,,,HSE Dublin & Midlands
08/01/2025,Naas General Hospital,24,8,32,14,11,2,2,HSE Dublin & Midlands
08/01/2025,St. James's Hospital,40,0,40,26,17,1,,HSE Dublin & Midlands
08/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
08/01/2025,Tallaght University Hospital,22,2,24,40,18,5,,HSE Dublin & Midlands
08/01/2025,HSE Dublin and Midlands Total,98,10,108,153,62,8,2,
08/01/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
08/01/2025,St Luke's General Hospital Kilkenny,3,0,3,32,6,,,
08/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin & South East
08/01/2025,St. Vincent's University Hospital,25,5,30,38,17,1,,HSE Dublin & South East
08/01/2025,Tipperary University Hospital,7,7,14,27,10,6,,HSE Dublin & South East
08/01/2025,UH Waterford,0,0,0,5,21,,,HSE Dublin & South East
08/01/2025,Wexford General Hospital,4,2,6,16,9,,,HSE Dublin & South East
08/01/2025,HSE Dublin and South East Total,39,14,53,118,80,7,0,
08/01/2025,Cork University Hospital,29,11,40,29,21,7,3,HSE South West
08/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
08/01/2025,Mercy University Hospital,19,5,24,11,16,6,,HSE South West
08/01/2025,South Infirmary Victoria University Hospital,,,,,4,,,HSE South West
08/01/2025,UH Kerry,11,2,13,14,15,3,,HSE South West
08/01/2025,HSE South West Total,59,18,77,54,58,16,3,
08/01/2025,Nenagh Hospital,,,,,4,,,HSE Mid West
08/01/2025,St. John's Hospital Limerick,,,,,10,,,HSE Mid West
08/01/2025,UH Limerick,33,44,77,48,5,21,,HSE Mid West
08/01/2025,HSE Mid West Total,33,44,77,48,21,21,0,
08/01/2025,Letterkenny University Hospital,9,7,16,9,18,1,,HSE West & North West
08/01/2025,Mayo University Hospital,2,12,14,9,20,7,,HSE West & North West
08/01/2025,Portiuncula University Hospital,9,0,9,24,3,,,HSE West & North West
08/01/2025,Roscommon University Hospital,,,,,0,,,HSE West & North West
08/01/2025,Sligo University Hospital,18,20,38,14,27,15,1,HSE West & North West
08/01/2025,HSE West and North West Total,64,54,118,94,103,31,1,
08/01/2025,National Total,333,140,473,589,376,83,6,
09/01/2025,Cavan General Hospital,4,0,4,11,2,,,HSE Dublin & North East
09/01/2025,Connolly Hospital,7,0,7,0,5,,,HSE Dublin & North East
09/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
09/01/2025,Mater Misericordiae University Hospital,14,0,14,24,15,,,HSE Dublin & North East
09/01/2025,National Orthopaedic Hospital Cappagh,,,,,1,,,HSE Dublin & North East
09/01/2025,Our Lady of Lourdes Hospital,17,0,17,38,10,,,HSE Dublin & North East
09/01/2025,Our Lady's Hospital Navan,0,0,0,10,3,,,HSE Dublin & North East
09/01/2025,HSE Dublin and North East Total,42,0,42,109,50,0,0,
09/01/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
09/01/2025,CHI at Temple Street,4,0,4,0,1,,,HSE Dublin & Midlands
09/01/2025,MRH Mullingar,2,0,2,25,1,,,HSE Dublin & Midlands
09/01/2025,MRH Portlaoise,0,0,0,8,5,,,HSE Dublin & Midlands
09/01/2025,MRH Tullamore,0,0,0,44,7,,,HSE Dublin & Midlands
09/01/2025,Naas General Hospital,18,6,24,9,11,7,,HSE Dublin & Midlands
09/01/2025,St. James's Hospital,17,0,17,26,15,3,,HSE Dublin & Midlands
