Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
06/06/2025,Cavan General Hospital,5,0,5,3,0,,
06/06/2025,Connolly Hospital,0,0,0,0,4,,
06/06/2025,Louth County Hospital,,,,,0,,
06/06/2025,Mater Misericordiae University Hospital,4,0,4,25,11,,
06/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
06/06/2025,Our Lady of Lourdes Hospital,16,0,16,42,13,,
06/06/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
06/06/2025,HSE Dublin and North East Total,28,0,28,75,43,0,0
06/06/2025,CHI at Crumlin,2,0,2,0,5,,
06/06/2025,CHI at Tallaght,1,0,1,0,0,,
06/06/2025,CHI at Temple Street,0,0,0,0,2,,
06/06/2025,MRH Mullingar,2,0,2,0,3,,
06/06/2025,MRH Portlaoise,2,0,2,6,3,,
06/06/2025,MRH Tullamore,0,0,0,13,8,,
06/06/2025,Naas General Hospital,4,0,4,0,8,1,
06/06/2025,St. James's Hospital,2,0,2,0,22,,
06/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
06/06/2025,Tallaght University Hospital,11,0,11,24,7,3,
06/06/2025,HSE Dublin and Midlands Total,24,0,24,43,59,4,0
06/06/2025,National Rehabilitation Hospital,,,,,12,,
06/06/2025,St. Columcille's Hospital,,,,,3,,
06/06/2025,St Luke's General Hospital Kilkenny,6,8,14,20,9,,
06/06/2025,St. Michael's Hospital,,,,,4,,
06/06/2025,St. Vincent's University Hospital,12,0,12,22,16,1,
06/06/2025,Tipperary University Hospital,6,0,6,26,11,2,
06/06/2025,UH Waterford,0,0,0,0,18,,
06/06/2025,Wexford General Hospital,0,1,1,12,7,,
06/06/2025,HSE Dublin and South East Total,24,9,33,80,80,3,0
06/06/2025,Bantry General Hospital,,,,,7,,
06/06/2025,Cork University Hospital,6,0,6,6,18,,
06/06/2025,Mallow General Hospital,,,,,4,,
06/06/2025,Mercy University Hospital,16,6,22,16,15,2,
06/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
06/06/2025,UH Kerry,8,0,8,10,18,,
06/06/2025,HSE South West Total,30,6,36,32,63,2,0
06/06/2025,Ennis Hospital,,,,,6,,
06/06/2025,Nenagh Hospital,,,,,3,,
06/06/2025,St. John's Hospital Limerick,,,,,12,,
06/06/2025,UH Limerick,16,38,54,1,5,9,
06/06/2025,HSE Mid West Total,16,38,54,1,26,9,0
06/06/2025,Galway University Hospital,32,17,49,28,46,15,
06/06/2025,Letterkenny University Hospital,1,2,3,1,33,,
06/06/2025,Mayo University Hospital,5,16,21,16,11,9,
06/06/2025,Portiuncula University Hospital,1,0,1,0,5,,
06/06/2025,Roscommon University Hospital,,,,,3,,
06/06/2025,Sligo University Hospital,3,2,5,12,22,,
06/06/2025,HSE West and North West Total,42,37,79,57,120,24,0
06/06/2025,National Total,164,90,254,288,391,42,0
07/06/2025,Beaumont Hospital,0,0,0,0,14,,
07/06/2025,Cavan General Hospital,1,0,1,9,0,,
07/06/2025,Connolly Hospital,0,0,0,0,4,,
07/06/2025,Louth County Hospital,,,,,0,,
07/06/2025,Mater Misericordiae University Hospital,0,0,0,15,11,,
07/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
07/06/2025,Our Lady of Lourdes Hospital,0,0,0,23,13,,
07/06/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
07/06/2025,HSE Dublin and North East Total,1,0,1,47,42,0,0
07/06/2025,CHI at Crumlin,1,,1,0,5,,
07/06/2025,CHI at Tallaght,0,0,0,0,0,,
07/06/2025,CHI at Temple Street,0,0,0,0,2,,
07/06/2025,MRH Mullingar,0,0,0,0,3,,
07/06/2025,MRH Portlaoise,6,0,6,0,3,,
07/06/2025,MRH Tullamore,0,0,0,0,8,,
07/06/2025,Naas General Hospital,0,0,0,0,9,,
07/06/2025,St. James's Hospital,1,0,1,4,21,,
07/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
07/06/2025,Tallaght University Hospital,6,0,6,10,7,,
07/06/2025,HSE Dublin and Midlands Total,14,0,14,14,59,0,0
07/06/2025,National Rehabilitation Hospital,,,,,12,,
07/06/2025,St. Columcille's Hospital,,,,,2,,
07/06/2025,St Luke's General Hospital Kilkenny,0,6,6,17,9,,
07/06/2025,St. Michael's Hospital,,,,,4,,
07/06/2025,St. Vincent's University Hospital,7,0,7,22,15,,
07/06/2025,Tipperary University Hospital,4,0,4,14,8,2,
07/06/2025,UH Waterford,0,0,0,0,17,,
07/06/2025,Wexford General Hospital,0,0,0,11,8,,
07/06/2025,HSE Dublin and South East Total,11,6,17,64,75,2,0
07/06/2025,Bantry General Hospital,,,,,7,,
07/06/2025,Cork University Hospital,0,0,0,1,18,,
07/06/2025,Mallow General Hospital,,,,,3,,
07/06/2025,Mercy University Hospital,2,0,2,15,14,1,
07/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
07/06/2025,UH Kerry,8,0,8,9,14,,
07/06/2025,HSE South West Total,10,0,10,25,57,1,0
07/06/2025,Ennis Hospital,,,,,8,,
07/06/2025,Nenagh Hospital,,,,,3,,
07/06/2025,St. John's Hospital Limerick,,,,,10,,
07/06/2025,UH Limerick,15,22,37,0,5,5,
07/06/2025,HSE Mid West Total,15,22,37,0,26,5,0
07/06/2025,Galway University Hospital,18,17,35,22,44,11,
07/06/2025,Letterkenny University Hospital,0,0,0,0,33,,
07/06/2025,Mayo University Hospital,5,12,17,12,9,10,
07/06/2025,Portiuncula University Hospital,0,0,0,0,4,,
07/06/2025,Roscommon University Hospital,,,,,3,,
07/06/2025,Sligo University Hospital,3,1,4,7,22,,
07/06/2025,HSE West and North West Total,26,30,56,41,115,21,0
07/06/2025,National Total,77,58,135,191,374,29,0
08/06/2025,Beaumont Hospital,0,0,0,0,14,,
08/06/2025,Cavan General Hospital,8,0,8,10,0,,
08/06/2025,Connolly Hospital,0,0,0,0,4,,
08/06/2025,Louth County Hospital,,,,,0,,
08/06/2025,Mater Misericordiae University Hospital,14,0,14,21,11,,
08/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
08/06/2025,Our Lady of Lourdes Hospital,0,0,0,29,13,,
08/06/2025,Our Lady's Hospital Navan,1,0,1,4,0,,
08/06/2025,HSE Dublin and North East Total,23,0,23,64,42,0,0
08/06/2025,CHI at Crumlin,0,,0,0,5,,
08/06/2025,CHI at Tallaght,1,0,1,0,0,,
08/06/2025,CHI at Temple Street,1,,1,0,2,,
08/06/2025,MRH Mullingar,6,0,6,0,3,,
08/06/2025,MRH Portlaoise,0,0,0,0,3,,
08/06/2025,MRH Tullamore,0,0,0,15,8,,
08/06/2025,Naas General Hospital,3,0,3,0,9,,
08/06/2025,St. James's Hospital,0,0,0,4,21,,
08/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
08/06/2025,Tallaght University Hospital,12,0,12,15,7,4,
08/06/2025,HSE Dublin and Midlands Total,23,0,23,34,59,4,0
08/06/2025,National Rehabilitation Hospital,,,,,12,,
08/06/2025,St. Columcille's Hospital,,,,,2,,
08/06/2025,St Luke's General Hospital Kilkenny,6,6,12,20,9,2,
08/06/2025,St. Michael's Hospital,,,,,4,,
08/06/2025,St. Vincent's University Hospital,5,0,5,22,15,,
08/06/2025,Tipperary University Hospital,4,0,4,11,8,2,
08/06/2025,UH Waterford,0,0,0,0,17,,
08/06/2025,Wexford General Hospital,0,0,0,14,8,,
08/06/2025,HSE Dublin and South East Total,15,6,21,67,75,4,0
08/06/2025,Bantry General Hospital,,,,,7,,
08/06/2025,Cork University Hospital,2,0,2,1,18,,
08/06/2025,Mallow General Hospital,,,,,3,,
08/06/2025,Mercy University Hospital,1,0,1,16,14,,
08/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
08/06/2025,UH Kerry,9,5,14,10,16,3,
08/06/2025,HSE South West Total,12,5,17,27,59,3,0
08/06/2025,Ennis Hospital,,,,,8,,
08/06/2025,Nenagh Hospital,,,,,3,,
08/06/2025,St. John's Hospital Limerick,,,,,10,,
08/06/2025,UH Limerick,10,30,40,0,5,14,
08/06/2025,HSE Mid West Total,10,30,40,0,26,14,0
08/06/2025,Galway University Hospital,16,12,28,28,44,9,1
08/06/2025,Letterkenny University Hospital,2,0,2,0,33,,
08/06/2025,Mayo University Hospital,8,16,24,13,9,16,
08/06/2025,Portiuncula University Hospital,0,0,0,0,4,,
08/06/2025,Roscommon University Hospital,,,,,3,,
08/06/2025,Sligo University Hospital,3,3,6,7,22,,
08/06/2025,HSE West and North West Total,29,31,60,48,115,25,1
08/06/2025,National Total,112,72,184,240,376,50,1
09/06/2025,Beaumont Hospital,10,0,10,10,14,,
09/06/2025,Cavan General Hospital,6,0,6,12,0,,
09/06/2025,Connolly Hospital,0,0,0,0,4,,
09/06/2025,Louth County Hospital,,,,,0,,
09/06/2025,Mater Misericordiae University Hospital,23,0,23,27,11,1,
09/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
09/06/2025,Our Lady of Lourdes Hospital,7,0,7,40,13,,
09/06/2025,Our Lady's Hospital Navan,3,0,3,11,0,,
09/06/2025,HSE Dublin and North East Total,49,0,49,100,42,1,0
09/06/2025,CHI at Crumlin,0,0,0,0,5,,
09/06/2025,CHI at Tallaght,0,0,0,0,0,,
09/06/2025,CHI at Temple Street,1,0,1,0,2,,
09/06/2025,MRH Mullingar,4,0,4,10,3,,
09/06/2025,MRH Portlaoise,2,0,2,0,3,,
09/06/2025,MRH Tullamore,0,0,0,21,8,,
09/06/2025,Naas General Hospital,6,0,6,0,9,,
09/06/2025,St. James's Hospital,2,0,2,2,21,,
09/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
09/06/2025,Tallaght University Hospital,14,0,14,24,7,6,
09/06/2025,HSE Dublin and Midlands Total,29,0,29,57,59,6,0
09/06/2025,National Rehabilitation Hospital,,,,,12,,
09/06/2025,St. Columcille's Hospital,,,,,2,,
09/06/2025,St Luke's General Hospital Kilkenny,3,5,8,32,9,,
09/06/2025,St. Michael's Hospital,,,,,4,,
09/06/2025,St. Vincent's University Hospital,7,0,7,22,15,,
09/06/2025,Tipperary University Hospital,7,0,7,15,8,2,
09/06/2025,UH Waterford,0,0,0,0,17,,
09/06/2025,Wexford General Hospital,0,10,10,16,8,,
09/06/2025,HSE Dublin and South East Total,17,15,32,85,75,2,0
09/06/2025,Bantry General Hospital,,,,,7,,
09/06/2025,Cork University Hospital,2,0,2,7,18,,
09/06/2025,Mallow General Hospital,,,,,3,,
09/06/2025,Mercy University Hospital,1,3,4,16,18,,
09/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
09/06/2025,UH Kerry,9,8,17,9,15,5,
09/06/2025,HSE South West Total,12,11,23,32,62,5,0
09/06/2025,Ennis Hospital,,,,,8,,
09/06/2025,Nenagh Hospital,,,,,3,,
09/06/2025,St. John's Hospital Limerick,,,,,10,,
09/06/2025,UH Limerick,14,38,52,1,5,25,
09/06/2025,HSE Mid West Total,14,38,52,1,26,25,0
09/06/2025,Galway University Hospital,27,15,42,33,44,18,4
09/06/2025,Letterkenny University Hospital,2,4,6,8,33,,
09/06/2025,Mayo University Hospital,17,17,34,18,9,23,
09/06/2025,Portiuncula University Hospital,1,0,1,0,4,,
09/06/2025,Roscommon University Hospital,,,,,3,,
09/06/2025,Sligo University Hospital,7,4,11,12,22,1,
09/06/2025,HSE West and North West Total,54,40,94,71,115,42,4
09/06/2025,National Total,175,104,279,346,379,81,4
10/06/2025,Beaumont Hospital,13,0,13,27,16,,
10/06/2025,Cavan General Hospital,10,0,10,4,0,,
10/06/2025,Connolly Hospital,0,0,0,0,6,,
10/06/2025,Louth County Hospital,,,,,0,,
10/06/2025,Mater Misericordiae University Hospital,18,0,18,27,10,,
10/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
10/06/2025,Our Lady of Lourdes Hospital,8,0,8,34,12,,
10/06/2025,Our Lady's Hospital Navan,0,0,0,6,0,,
10/06/2025,HSE Dublin and North East Total,49,0,49,98,44,0,0
10/06/2025,CHI at Crumlin,7,0,7,0,5,,
10/06/2025,CHI at Tallaght,1,0,1,0,0,,
10/06/2025,CHI at Temple Street,5,0,5,0,2,,
10/06/2025,MRH Mullingar,6,0,6,10,2,,
10/06/2025,MRH Portlaoise,1,0,1,4,7,,
10/06/2025,MRH Tullamore,0,0,0,12,9,,
10/06/2025,Naas General Hospital,2,0,2,0,8,,
10/06/2025,St. James's Hospital,6,0,6,0,20,,
10/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
10/06/2025,Tallaght University Hospital,11,0,11,24,7,1,
10/06/2025,HSE Dublin and Midlands Total,39,0,39,50,61,1,0
10/06/2025,National Rehabilitation Hospital,,,,,12,,
10/06/2025,St. Columcille's Hospital,,,,,3,,
10/06/2025,St Luke's General Hospital Kilkenny,3,0,3,18,10,,
10/06/2025,St. Michael's Hospital,,,,,6,,
10/06/2025,St. Vincent's University Hospital,10,0,10,22,15,,
10/06/2025,Tipperary University Hospital,6,0,6,12,6,5,
10/06/2025,UH Waterford,0,0,0,0,15,,
10/06/2025,Wexford General Hospital,0,3,3,17,9,,
10/06/2025,HSE Dublin and South East Total,19,3,22,69,76,5,0
10/06/2025,Bantry General Hospital,,,,,7,,
10/06/2025,Cork University Hospital,7,0,7,12,18,,
10/06/2025,Mallow General Hospital,,,,,4,,
10/06/2025,Mercy University Hospital,2,0,2,16,20,,
10/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
10/06/2025,UH Kerry,5,7,12,8,17,2,
10/06/2025,HSE South West Total,14,7,21,36,67,2,0
10/06/2025,Ennis Hospital,,,,,8,,
10/06/2025,Nenagh Hospital,,,,,2,,
10/06/2025,St. John's Hospital Limerick,,,,,9,,
10/06/2025,UH Limerick,17,42,59,1,5,15,
10/06/2025,HSE Mid West Total,17,42,59,1,24,15,0
10/06/2025,Galway University Hospital,28,14,42,30,41,15,2
10/06/2025,Letterkenny University Hospital,9,2,11,9,33,,
10/06/2025,Mayo University Hospital,2,14,16,14,9,11,
10/06/2025,Portiuncula University Hospital,0,0,0,0,4,,
10/06/2025,Roscommon University Hospital,,,,,2,,
10/06/2025,Sligo University Hospital,8,3,11,11,25,1,
10/06/2025,HSE West and North West Total,47,33,80,64,114,27,2
10/06/2025,National Total,185,85,270,318,386,50,2
11/06/2025,Beaumont Hospital,9,0,9,23,17,,
11/06/2025,Cavan General Hospital,7,0,7,4,0,,
11/06/2025,Connolly Hospital,0,0,0,0,6,,
11/06/2025,Louth County Hospital,,,,,0,,
11/06/2025,Mater Misericordiae University Hospital,17,0,17,27,10,,
11/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
11/06/2025,Our Lady of Lourdes Hospital,5,0,5,22,11,,
11/06/2025,Our Lady's Hospital Navan,0,0,0,3,0,,
11/06/2025,HSE Dublin and North East Total,38,0,38,79,44,0,0
11/06/2025,CHI at Crumlin,0,0,0,0,5,,
11/06/2025,CHI at Tallaght,0,0,0,0,0,,
11/06/2025,CHI at Temple Street,1,0,1,0,2,,
11/06/2025,MRH Mullingar,11,0,11,10,2,,
11/06/2025,MRH Portlaoise,2,0,2,4,9,,
11/06/2025,MRH Tullamore,0,0,0,15,10,,
11/06/2025,Naas General Hospital,8,0,8,2,7,,
11/06/2025,St. James's Hospital,7,0,7,0,20,,
11/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
11/06/2025,Tallaght University Hospital,17,0,17,24,6,1,
11/06/2025,HSE Dublin and Midlands Total,46,0,46,55,62,1,0
11/06/2025,National Rehabilitation Hospital,,,,,12,,
11/06/2025,St. Columcille's Hospital,,,,,3,,
11/06/2025,St Luke's General Hospital Kilkenny,5,0,5,17,11,,
11/06/2025,St. Michael's Hospital,,,,,6,,
11/06/2025,St. Vincent's University Hospital,14,0,14,22,16,,
11/06/2025,Tipperary University Hospital,3,0,3,11,8,2,
11/06/2025,UH Waterford,0,0,0,0,18,,
11/06/2025,Wexford General Hospital,5,1,6,20,9,,
